name,num_channels,descriptors,total_bytes,rd_delay_cyc,wr_delay_cyc,cycles,seconds,throughput_MBps,r2r_cycles,r2r_MBps,w2w_cycles,w2w_MBps,pass,timeout
8desc_1ch_512KB,1,8,4194304,384,384,841354,0.00841354,475.4241377588981,840541,475.8839842434813,840948,475.6536670519461,True,False
8desc_1ch_512KB,1,8,4194304,512,512,1104394,0.01104394,362.18958089232643,1103325,362.54050257177164,1103860,362.3647926367474,True,False
16desc_1ch_512KB,1,16,8388608,0,0,557377,0.0055737700000000005,1435.2942442906685,557354,1435.3534737348257,557354,1435.3534737348257,True,False
16desc_1ch_512KB,1,16,8388608,32,32,558338,0.005583380000000001,1432.8238450544293,558284,1432.9624348897692,558284,1432.9624348897692,True,False
16desc_1ch_512KB,1,16,8388608,64,64,559330,0.005593300000000001,1430.2826596106054,559244,1430.5026070910012,559244,1430.5026070910012,True,False
16desc_1ch_512KB,1,16,8388608,96,96,560322,0.005603220000000001,1427.7504720499996,560204,1428.0512099163875,560204,1428.0512099163875,True,False
16desc_1ch_512KB,1,16,8388608,128,128,630674,0.006306740000000001,1268.4841931013486,630373,1269.0898880504083,630524,1268.7859621521147,True,False
16desc_1ch_512KB,1,16,8388608,160,160,762226,0.0076222600000000005,1049.5574803273569,761861,1050.0603128392186,762044,1049.8081475610331,True,False
16desc_1ch_512KB,1,16,8388608,192,192,893778,0.008937780000000001,895.0768535363367,893349,895.5066832783156,893564,895.2912158502357,True,False
16desc_1ch_512KB,1,16,8388608,256,256,1156882,0.01156882,691.5139141243445,1156325,691.8470153287354,1156604,691.6801256091107,True,False
16desc_1ch_512KB,1,16,8388608,384,384,1683090,0.0168309,475.31623383182125,1682277,475.54594160176947,1682684,475.43091869893567,True,False
16desc_1ch_512KB,1,16,8388608,512,512,2209298,0.02209298,362.1059721232717,2208229,362.2812670243892,2208764,362.19351637386336,True,False
