config,scenario,family,burst_len,txn_count,gap,id_mode,ok,mismatched,bytes_moved,clk_mhz,wr_cycles,wr_util,wr_bw_mb_s,rd_cycles,rd_util,rd_bw_mb_s,rd_avg_latency_cyc,rd_hist_total,notes
open_page,col_major_bl8_multiid,col_major,8,64000,0,2,0,0,4096000,66.667,5428889,0.0533,50.30,4624605,0.0533,59.05,68.90,168409,1:1 VIOLATION: hist total 168409 != txn_count 64000 (EXTRA returns)
open_page,col_major_bl8_gap,col_major,8,64000,8,0,1,0,4096000,66.667,5428900,0.0533,50.30,4624618,0.0533,59.05,96.00,64000,
inorder,incremental_bl4,incremental,4,64000,0,0,1,0,2048000,66.667,15294062,0.0126,8.93,15693550,0.0126,8.70,747.00,64000,
inorder,incremental_bl8,incremental,8,64000,0,0,1,0,4096000,66.667,30587401,0.0145,8.93,31385643,0.0141,8.70,750.00,64000,
inorder,incremental_bl16,incremental,16,64000,0,0,1,0,8192000,66.667,61174037,0.0155,8.93,62771584,0.0152,8.70,767.99,64000,
inorder,row_major_bl4,row_major,4,64000,0,0,1,0,2048000,66.667,16265667,0.0126,8.39,16265835,0.0126,8.39,767.98,64000,
inorder,row_major_bl8,row_major,8,64000,0,0,1,0,4096000,66.667,32531633,0.0137,8.39,32531451,0.0137,8.39,767.99,64000,
inorder,row_major_bl16,row_major,16,64000,0,0,1,0,8192000,66.667,65063278,0.0148,8.39,65063041,0.0148,8.39,767.99,64000,
inorder,col_major_bl4,col_major,4,64000,0,0,1,0,2048000,66.667,16265748,0.0126,8.39,16265699,0.0126,8.39,767.98,64000,
inorder,col_major_bl8,col_major,8,64000,0,0,1,0,4096000,66.667,32531550,0.0137,8.39,32531657,0.0137,8.39,767.99,64000,
inorder,col_major_bl16,col_major,16,64000,0,0,1,0,8192000,66.667,65063030,0.0148,8.39,65063040,0.0148,8.39,767.99,64000,
inorder,col_major_interleaved_bl4,col_major_interleaved,4,64000,0,0,1,0,2048000,66.667,2444771,0.0344,55.85,5202877,0.0267,26.24,176.00,64000,
inorder,col_major_interleaved_bl8,col_major_interleaved,8,64000,0,0,1,0,4096000,66.667,6659663,0.0480,41.00,15970867,0.0253,17.10,294.69,64000,
