name,num_channels,descriptors,total_bytes,rd_delay_cyc,wr_delay_cyc,cycles,seconds,throughput_MBps,r2r_cycles,r2r_MBps,w2w_cycles,w2w_MBps,pass,timeout
1desc_1ch_8KB,1,1,8192,0,0,564,5.64e-06,1385.1950354609928,542,1441.420664206642,542,1441.420664206642,True,False
1desc_1ch_16KB,1,1,16384,0,0,1108,1.108e-05,1410.1985559566785,1086,1438.7661141804788,1086,1438.7661141804788,True,False
1desc_1ch_32KB,1,1,32768,0,0,2196,2.196e-05,1423.0418943533698,2174,1437.4425022999078,2174,1437.4425022999078,True,False
1desc_1ch_64KB,1,1,65536,0,0,4372,4.372e-05,1429.5516925892039,4350,1436.7816091954023,4350,1436.7816091954023,True,False
1desc_1ch_128KB,1,1,131072,0,0,8724,8.724000000000001e-05,1432.8289775332414,8702,1436.451390484946,8702,1436.451390484946,True,False
1desc_1ch_256KB,1,1,262144,0,0,17428,0.00017428000000000002,1434.473261418407,17406,1436.2863380443523,17406,1436.2863380443523,True,False
1desc_1ch_512KB,1,1,524288,0,0,34836,0.00034836000000000003,1435.296819382248,34814,1436.2038260469924,34814,1436.2038260469924,True,False
1desc_1ch_1MB,1,1,1048576,0,0,69652,0.0006965200000000001,1435.7089530810313,69630,1436.1625736033318,69630,1436.1625736033318,True,False
