config,scenario,family,burst_len,txn_count,gap,id_mode,ok,mismatched,bytes_moved,clk_mhz,wr_cycles,wr_util,wr_bw_mb_s,rd_cycles,rd_util,rd_bw_mb_s,rd_avg_latency_cyc,rd_hist_total,notes
open_page,incremental_bl8,incremental,8,1600,0,0,1,0,102400,75.0,27795,0.0018,276.31,27795,0.0018,276.31,48.90,1600,"concurrent 1w+1r of 2w+2r built, region 0x20000"
open_page,row_major_bl8,row_major,8,1600,0,0,1,0,102400,75.0,26944,0.0018,285.04,26944,0.0018,285.04,49.02,1600,"concurrent 1w+1r of 2w+2r built, region 0x800"
open_page,col_major_bl8,col_major,8,1600,0,0,1,0,102400,75.0,91496,0.0018,83.94,91496,0.0018,83.94,95.97,1600,"concurrent 1w+1r of 2w+2r built, region 0x4000000"
open_page,col_major_interleaved_bl8,col_major_interleaved,8,1600,0,0,0,60,102400,75.0,57811,0.0018,132.85,57811,0.0018,132.85,85.11,1600,"60 beats mismatched; concurrent 1w+1r of 2w+2r built, region 0x4000000"
