Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0],u_harness/w_rd_dbg_actual[63:0],u_harness/w_rd_dbg_expected[63:0],u_harness/w_rd_dbg_mismatch,u_harness/w_rd_dbg_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000,00,3,3,3,a171de4c663495b3,0,0,3,e5b446b1231e81f4,0,1,bc66c4e77b238f18,44fe4a7482548d31,44fe4a7482548d31,0,0
1,1,0,0000000,00,3,3,3,08c37ce4cf8618e6,0,0,3,e5b446b1231e81f4,0,1,2ffa5319e8bf024d,44fe4a7482548d31,44fe4a7482548d31,0,0
2,2,0,0000000,00,3,3,3,8648f1b1410dba4e,0,0,3,e5b446b1231e81f4,0,1,a171de4c663495b3,44fe4a7482548d31,44fe4a7482548d31,0,0
3,3,0,00001a0,06,2,2,3,15d4664fd291371b,0,0,2,e5b446b1231e81f4,3,1,08c37ce4cf8618e6,44fe4a7482548d31,44fe4a7482548d31,0,0
4,4,0,00001a4,06,2,2,3,9b5feb1a5c1aa0e5,0,0,2,68e1c83aae4b0f7f,3,1,8648f1b1410dba4e,44fe4a7482548d31,44fe4a7482548d31,0,0
5,5,0,00001a8,06,2,2,3,46b1231e81f42db0,0,0,2,ff1f5ba639b59ce3,3,1,15d4664fd291371b,44fe4a7482548d31,44fe4a7482548d31,0,0
6,6,0,00001ac,06,2,2,3,0000000000000000,0,0,2,724ad52db4e01268,3,1,9b5feb1a5c1aa0e5,44fe4a7482548d31,44fe4a7482548d31,0,0
7,7,0,00001b0,06,2,2,3,0000000000000000,0,0,2,d0e27c9f1648bbda,3,1,46b1231e81f42db0,44fe4a7482548d31,44fe4a7482548d31,0,0
8,8,0,00001b4,06,2,2,3,46b0000000000000,0,0,2,5db7f2149b1d3551,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
9,9,0,00001b8,06,2,2,3,46b1231e81f4e5b4,0,0,2,ca4961880ce3a6cd,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
10,10,0,00001bc,06,2,2,3,c83aae4b0f7fe5b4,0,0,2,471cef0381b62846,3,1,46b0000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
11,11,0,0000000,00,3,3,3,5ba639b59ce368e1,0,0,3,5a40da559cea1d10,0,1,46b1231e81f4e5b4,44fe4a7482548d31,44fe4a7482548d31,0,0
12,12,0,0000000,00,3,3,3,d52db4e01268ff1f,0,0,3,5a40da559cea1d10,0,1,c83aae4b0f7fe5b4,44fe4a7482548d31,44fe4a7482548d31,0,0
13,13,0,0000000,00,3,3,3,7c9f1648bbda724a,0,0,3,5a40da559cea1d10,0,1,5ba639b59ce368e1,44fe4a7482548d31,44fe4a7482548d31,0,0
14,14,0,0000000,00,3,3,3,f2149b1d3551d0e2,0,0,3,5a40da559cea1d10,0,1,d52db4e01268ff1f,44fe4a7482548d31,44fe4a7482548d31,0,0
15,15,0,00001c0,06,2,2,3,61880ce3a6cd5db7,0,0,2,5a40da559cea1d10,3,1,7c9f1648bbda724a,44fe4a7482548d31,44fe4a7482548d31,0,0
16,16,0,00001c4,06,2,2,3,ef0381b62846ca49,0,0,2,d71554de11bf939b,3,1,f2149b1d3551d0e2,44fe4a7482548d31,44fe4a7482548d31,0,0
17,17,0,00001c8,06,2,2,3,da559cea1d10471c,0,0,2,40ebc74286410007,3,1,61880ce3a6cd5db7,44fe4a7482548d31,44fe4a7482548d31,0,0
18,18,0,00001cc,06,2,2,3,0000000000000000,0,0,2,cdbe49c90b148e8c,3,1,ef0381b62846ca49,44fe4a7482548d31,44fe4a7482548d31,0,0
19,19,0,00001d0,06,2,2,3,0000000000000000,0,0,2,6f16e07ba9bc273e,3,1,da559cea1d10471c,44fe4a7482548d31,44fe4a7482548d31,0,0
20,20,0,00001d4,06,2,2,3,da10000000000000,0,0,2,e2436ef024e9a9b5,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
21,21,0,00001d8,06,2,2,3,da559cea1d105a40,0,0,2,75bdfd6cb3173a29,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
22,22,0,00001dc,06,2,2,3,54de11bf939b5a40,0,0,2,f8e873e73e42b4a2,3,1,da10000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
23,23,0,0000000,00,3,3,3,c74286410007d715,0,0,3,30ecae09f646694c,0,1,da559cea1d105a40,44fe4a7482548d31,44fe4a7482548d31,0,0
24,24,0,0000000,00,3,3,3,49c90b148e8c40eb,0,0,3,30ecae09f646694c,0,1,54de11bf939b5a40,44fe4a7482548d31,44fe4a7482548d31,0,0
25,25,0,0000000,00,3,3,3,e07ba9bc273ecdbe,0,0,3,30ecae09f646694c,0,1,c74286410007d715,44fe4a7482548d31,44fe4a7482548d31,0,0
26,26,0,0000000,00,3,3,3,6ef024e9a9b56f16,0,0,3,30ecae09f646694c,0,1,49c90b148e8c40eb,44fe4a7482548d31,44fe4a7482548d31,0,0
27,27,0,00001e0,06,2,2,3,fd6cb3173a29e243,0,0,2,30ecae09f646694c,3,1,e07ba9bc273ecdbe,44fe4a7482548d31,44fe4a7482548d31,0,0
28,28,0,00001e4,06,2,2,3,73e73e42b4a275bd,0,0,2,bdb920827b13e7c7,3,1,6ef024e9a9b56f16,44fe4a7482548d31,44fe4a7482548d31,0,0
29,29,0,00001e8,06,2,2,3,ae09f646694cf8e8,0,0,2,2a47b31eeced745b,3,1,fd6cb3173a29e243,44fe4a7482548d31,44fe4a7482548d31,0,0
30,30,0,00001ec,06,2,2,3,0000000000000000,0,0,2,a7123d9561b8fad0,3,1,73e73e42b4a275bd,44fe4a7482548d31,44fe4a7482548d31,0,0
31,31,0,00001f0,06,2,2,3,0000000000000000,0,0,2,05ba9427c3105362,3,1,ae09f646694cf8e8,44fe4a7482548d31,44fe4a7482548d31,0,0
32,32,0,00001f4,06,2,2,3,ae00000000000000,0,0,2,88ef1aac4e45dde9,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
33,33,0,00001f8,06,2,2,3,ae09f646694c30ec,0,0,2,1f118930d9bb4e75,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
34,34,0,00001fc,06,2,2,3,20827b13e7c730ec,0,0,2,924407bb54eec0fe,3,1,ae00000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
35,35,0,0000000,00,3,3,3,b31eeced745bbdb9,0,0,3,da0d04b91ca7c3fc,0,1,ae09f646694c30ec,44fe4a7482548d31,44fe4a7482548d31,0,0
36,36,0,0000000,00,3,3,3,3d9561b8fad02a47,0,0,3,da0d04b91ca7c3fc,0,1,20827b13e7c730ec,44fe4a7482548d31,44fe4a7482548d31,0,0
37,37,0,0000000,00,3,3,3,9427c3105362a712,0,0,3,da0d04b91ca7c3fc,0,1,b31eeced745bbdb9,44fe4a7482548d31,44fe4a7482548d31,0,0
38,38,0,0000000,00,3,3,3,1aac4e45dde905ba,0,0,3,da0d04b91ca7c3fc,0,1,3d9561b8fad02a47,44fe4a7482548d31,44fe4a7482548d31,0,0
39,39,0,0000200,06,2,2,3,8930d9bb4e7588ef,0,0,2,da0d04b91ca7c3fc,3,1,9427c3105362a712,44fe4a7482548d31,44fe4a7482548d31,0,0
40,40,0,0000204,06,2,2,3,07bb54eec0fe1f11,0,0,2,57588a3291f24d77,3,1,1aac4e45dde905ba,44fe4a7482548d31,44fe4a7482548d31,0,0
41,41,0,0000208,06,2,2,3,04b91ca7c3fc9244,0,0,2,c0a619ae060cdeeb,3,1,8930d9bb4e7588ef,44fe4a7482548d31,44fe4a7482548d31,0,0
42,42,0,000020c,06,2,2,3,0000000000000000,0,0,2,4df397258b595060,3,1,07bb54eec0fe1f11,44fe4a7482548d31,44fe4a7482548d31,0,0
43,43,0,0000210,06,2,2,3,0000000000000000,0,0,2,ef5b3e9729f1f9d2,3,1,04b91ca7c3fc9244,44fe4a7482548d31,44fe4a7482548d31,0,0
44,44,0,0000214,06,2,2,3,04b0000000000000,0,0,2,620eb01ca4a47759,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
45,45,0,0000218,06,2,2,3,04b91ca7c3fcda0d,0,0,2,f5f02380335ae4c5,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
46,46,0,000021c,06,2,2,3,8a3291f24d77da0d,0,0,2,78a5ad0bbe0f6a4e,3,1,04b0000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
47,47,0,0000000,00,3,3,3,19ae060cdeeb5758,0,0,3,b0a170e5760bb7a0,0,1,04b91ca7c3fcda0d,44fe4a7482548d31,44fe4a7482548d31,0,0
48,48,0,0000000,00,3,3,3,97258b595060c0a6,0,0,3,b0a170e5760bb7a0,0,1,8a3291f24d77da0d,44fe4a7482548d31,44fe4a7482548d31,0,0
49,49,0,0000000,00,3,3,3,3e9729f1f9d24df3,0,0,3,b0a170e5760bb7a0,0,1,19ae060cdeeb5758,44fe4a7482548d31,44fe4a7482548d31,0,0
50,50,0,0000000,00,3,3,3,b01ca4a47759ef5b,0,0,3,b0a170e5760bb7a0,0,1,97258b595060c0a6,44fe4a7482548d31,44fe4a7482548d31,0,0
51,51,0,0000220,06,2,2,3,2380335ae4c5620e,0,0,2,b0a170e5760bb7a0,3,1,3e9729f1f9d24df3,44fe4a7482548d31,44fe4a7482548d31,0,0
52,52,0,0000224,06,2,2,3,ad0bbe0f6a4ef5f0,0,0,2,3df4fe6efb5e392b,3,1,b01ca4a47759ef5b,44fe4a7482548d31,44fe4a7482548d31,0,0
53,53,0,0000228,06,2,2,3,70e5760bb7a078a5,0,0,2,aa0a6df26ca0aab7,3,1,2380335ae4c5620e,44fe4a7482548d31,44fe4a7482548d31,0,0
54,54,0,000022c,06,2,2,3,0000000000000000,0,0,2,275fe379e1f5243c,3,1,ad0bbe0f6a4ef5f0,44fe4a7482548d31,44fe4a7482548d31,0,0
55,55,0,0000230,06,2,2,3,0000000000000000,0,0,2,85f74acb435d8d8e,3,1,70e5760bb7a078a5,44fe4a7482548d31,44fe4a7482548d31,0,0
56,56,0,0000234,06,2,2,3,70a0000000000000,0,0,2,08a2c440ce080305,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
57,57,0,0000238,06,2,2,3,70e5760bb7a0b0a1,0,0,2,9f5c57dc59f69099,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
58,58,0,000023c,06,2,2,3,fe6efb5e392bb0a1,0,0,2,1209d957d4a31e12,3,1,70a0000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
59,59,0,0000000,00,3,3,3,6df26ca0aab73df4,0,0,3,0f55ec01c9ff2b44,0,1,70e5760bb7a0b0a1,44fe4a7482548d31,44fe4a7482548d31,0,0
60,60,0,0000000,00,3,3,3,e379e1f5243caa0a,0,0,3,0f55ec01c9ff2b44,0,1,fe6efb5e392bb0a1,44fe4a7482548d31,44fe4a7482548d31,0,0
61,61,0,0000000,00,3,3,3,4acb435d8d8e275f,0,0,3,0f55ec01c9ff2b44,0,1,6df26ca0aab73df4,44fe4a7482548d31,44fe4a7482548d31,0,0
62,62,0,0000000,00,3,3,3,c440ce08030585f7,0,0,3,0f55ec01c9ff2b44,0,1,e379e1f5243caa0a,44fe4a7482548d31,44fe4a7482548d31,0,0
63,63,0,0000240,06,2,2,3,57dc59f6909908a2,0,0,2,0f55ec01c9ff2b44,3,1,4acb435d8d8e275f,44fe4a7482548d31,44fe4a7482548d31,0,0
64,64,0,0000244,06,2,2,3,d957d4a31e129f5c,0,0,2,8200628a44aaa5cf,3,1,c440ce08030585f7,44fe4a7482548d31,44fe4a7482548d31,0,0
65,65,0,0000248,06,2,2,3,ec01c9ff2b441209,0,0,2,15fef116d3543653,3,1,57dc59f6909908a2,44fe4a7482548d31,44fe4a7482548d31,0,0
66,66,0,000024c,06,2,2,3,0000000000000000,0,0,2,98ab7f9d5e01b8d8,3,1,d957d4a31e129f5c,44fe4a7482548d31,44fe4a7482548d31,0,0
67,67,0,0000250,06,2,2,3,0000000000000000,0,0,2,3a03d62ffca9116a,3,1,ec01c9ff2b441209,44fe4a7482548d31,44fe4a7482548d31,0,0
68,68,0,0000254,06,2,2,3,ec00000000000000,0,0,2,b75658a471fc9fe1,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
69,69,0,0000258,06,2,2,3,ec01c9ff2b440f55,0,0,2,20a8cb38e6020c7d,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
70,70,0,000025c,06,2,2,3,628a44aaa5cf0f55,0,0,2,adfd45b36b5782f6,3,1,ec00000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
71,71,0,0000000,00,3,3,3,f116d35436538200,0,0,3,65f9985da3535f18,0,1,ec01c9ff2b440f55,44fe4a7482548d31,44fe4a7482548d31,0,0
72,72,0,0000000,00,3,3,3,7f9d5e01b8d815fe,0,0,3,65f9985da3535f18,0,1,628a44aaa5cf0f55,44fe4a7482548d31,44fe4a7482548d31,0,0
73,73,0,0000000,00,3,3,3,d62ffca9116a98ab,0,0,3,65f9985da3535f18,0,1,f116d35436538200,44fe4a7482548d31,44fe4a7482548d31,0,0
74,74,0,0000000,00,3,3,3,58a471fc9fe13a03,0,0,3,65f9985da3535f18,0,1,7f9d5e01b8d815fe,44fe4a7482548d31,44fe4a7482548d31,0,0
75,75,0,0000260,06,2,2,3,cb38e6020c7db756,0,0,2,65f9985da3535f18,3,1,d62ffca9116a98ab,44fe4a7482548d31,44fe4a7482548d31,0,0
76,76,0,0000264,06,2,2,3,45b36b5782f620a8,0,0,2,e8ac16d62e06d193,3,1,58a471fc9fe13a03,44fe4a7482548d31,44fe4a7482548d31,0,0
77,77,0,0000268,06,2,2,3,985da3535f18adfd,0,0,2,7f52854ab9f8420f,3,1,cb38e6020c7db756,44fe4a7482548d31,44fe4a7482548d31,0,0
78,78,0,000026c,06,2,2,3,0000000000000000,0,0,2,f2070bc134adcc84,3,1,45b36b5782f620a8,44fe4a7482548d31,44fe4a7482548d31,0,0
79,79,0,0000270,06,2,2,3,0000000000000000,0,0,2,50afa27396056536,3,1,985da3535f18adfd,44fe4a7482548d31,44fe4a7482548d31,0,0
80,80,0,0000274,06,2,2,3,9810000000000000,0,0,2,ddfa2cf81b50ebbd,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
81,81,0,0000278,06,2,2,3,985da3535f1865f9,0,0,2,4a04bf648cae7821,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
82,82,0,000027c,06,2,2,3,16d62e06d19365f9,0,0,2,c75131ef01fbf6aa,3,1,9810000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
83,83,0,0000000,00,3,3,3,854ab9f8420fe8ac,0,0,3,70bcd5c8b616128d,0,1,985da3535f1865f9,44fe4a7482548d31,44fe4a7482548d31,0,0
84,84,0,0000000,00,3,3,3,0bc134adcc847f52,0,0,3,70bcd5c8b616128d,0,1,16d62e06d19365f9,44fe4a7482548d31,44fe4a7482548d31,0,0
85,85,0,0000000,00,3,3,3,a27396056536f207,0,0,3,70bcd5c8b616128d,0,1,854ab9f8420fe8ac,44fe4a7482548d31,44fe4a7482548d31,0,0
86,86,0,0000000,00,3,3,3,2cf81b50ebbd50af,0,0,3,70bcd5c8b616128d,0,1,0bc134adcc847f52,44fe4a7482548d31,44fe4a7482548d31,0,0
87,87,0,0000280,06,2,2,3,bf648cae7821ddfa,0,0,2,70bcd5c8b616128d,3,1,a27396056536f207,44fe4a7482548d31,44fe4a7482548d31,0,0
88,88,0,0000284,06,2,2,3,31ef01fbf6aa4a04,0,0,2,fde95b433b439c06,3,1,2cf81b50ebbd50af,44fe4a7482548d31,44fe4a7482548d31,0,0
89,89,0,0000288,06,2,2,3,d5c8b616128dc751,0,0,2,6a17c8dfacbd0f9a,3,1,bf648cae7821ddfa,44fe4a7482548d31,44fe4a7482548d31,0,0
90,90,0,000028c,06,2,2,3,0000000000000000,0,0,2,e742465421e88111,3,1,31ef01fbf6aa4a04,44fe4a7482548d31,44fe4a7482548d31,0,0
91,91,0,0000290,06,2,2,3,0000000000000000,0,0,2,45eaefe6834028a3,3,1,d5c8b616128dc751,44fe4a7482548d31,44fe4a7482548d31,0,0
92,92,0,0000294,06,2,2,3,d580000000000000,0,0,2,c8bf616d0e15a628,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
93,93,0,0000298,06,2,2,3,d5c8b616128d70bc,0,0,2,5f41f2f199eb35b4,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
94,94,0,000029c,06,2,2,3,5b433b439c0670bc,0,0,2,d2147c7a14bebb3f,3,1,d580000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
95,95,0,0000000,00,3,3,3,c8dfacbd0f9afde9,0,0,3,1a10a194dcba66d1,0,1,d5c8b616128d70bc,44fe4a7482548d31,44fe4a7482548d31,0,0
96,96,0,0000000,00,3,3,3,465421e881116a17,0,0,3,1a10a194dcba66d1,0,1,5b433b439c0670bc,44fe4a7482548d31,44fe4a7482548d31,0,0
97,97,0,0000000,00,3,3,3,efe6834028a3e742,0,0,3,1a10a194dcba66d1,0,1,c8dfacbd0f9afde9,44fe4a7482548d31,44fe4a7482548d31,0,0
98,98,0,0000000,00,3,3,3,616d0e15a62845ea,0,0,3,1a10a194dcba66d1,0,1,465421e881116a17,44fe4a7482548d31,44fe4a7482548d31,0,0
99,99,0,00002a0,06,2,2,3,f2f199eb35b4c8bf,0,0,2,1a10a194dcba66d1,3,1,efe6834028a3e742,44fe4a7482548d31,44fe4a7482548d31,0,0
100,100,0,00002a4,06,2,2,3,7c7a14bebb3f5f41,0,0,2,97452f1f51efe85a,3,1,616d0e15a62845ea,44fe4a7482548d31,44fe4a7482548d31,0,0
101,101,0,00002a8,06,2,2,3,a194dcba66d1d214,0,0,2,00bbbc83c6117bc6,3,1,f2f199eb35b4c8bf,44fe4a7482548d31,44fe4a7482548d31,0,0
102,102,0,00002ac,06,2,2,3,0000000000000000,0,0,2,8dee32084b44f54d,3,1,7c7a14bebb3f5f41,44fe4a7482548d31,44fe4a7482548d31,0,0
103,103,0,00002b0,06,2,2,3,0000000000000000,0,0,2,2f469bbae9ec5cff,3,1,a194dcba66d1d214,44fe4a7482548d31,44fe4a7482548d31,0,0
104,104,0,00002b4,06,2,2,3,a190000000000000,0,0,2,a213153164b9d274,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
105,105,0,00002b8,06,2,2,3,a194dcba66d11a10,0,0,2,35ed86adf34741e8,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
106,106,0,00002bc,06,2,2,3,2f1f51efe85a1a10,0,0,2,b8b808267e12cf63,3,1,a190000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
107,107,0,0000000,00,3,3,3,bc83c6117bc69745,0,0,3,a5e43d70634efa35,0,1,a194dcba66d11a10,44fe4a7482548d31,44fe4a7482548d31,0,0
108,108,0,0000000,00,3,3,3,32084b44f54d00bb,0,0,3,a5e43d70634efa35,0,1,2f1f51efe85a1a10,44fe4a7482548d31,44fe4a7482548d31,0,0
109,109,0,0000000,00,3,3,3,9bbae9ec5cff8dee,0,0,3,a5e43d70634efa35,0,1,bc83c6117bc69745,44fe4a7482548d31,44fe4a7482548d31,0,0
110,110,0,0000000,00,3,3,3,153164b9d2742f46,0,0,3,a5e43d70634efa35,0,1,32084b44f54d00bb,44fe4a7482548d31,44fe4a7482548d31,0,0
111,111,0,00002c0,06,2,2,3,86adf34741e8a213,0,0,2,a5e43d70634efa35,3,1,9bbae9ec5cff8dee,44fe4a7482548d31,44fe4a7482548d31,0,0
112,112,0,00002c4,06,2,2,3,08267e12cf6335ed,0,0,2,28b1b3fbee1b74be,3,1,153164b9d2742f46,44fe4a7482548d31,44fe4a7482548d31,0,0
113,113,0,00002c8,06,2,2,3,3d70634efa35b8b8,0,0,2,bf4f206779e5e722,3,1,86adf34741e8a213,44fe4a7482548d31,44fe4a7482548d31,0,0
114,114,0,00002cc,06,2,2,3,0000000000000000,0,0,2,321aaeecf4b069a9,3,1,08267e12cf6335ed,44fe4a7482548d31,44fe4a7482548d31,0,0
115,115,0,00002d0,06,2,2,3,0000000000000000,0,0,2,90b2075e5618c01b,3,1,3d70634efa35b8b8,44fe4a7482548d31,44fe4a7482548d31,0,0
116,116,0,00002d4,06,2,2,3,3d30000000000000,0,0,2,1de789d5db4d4e90,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
117,117,0,00002d8,06,2,2,3,3d70634efa35a5e4,0,0,2,8a191a494cb3dd0c,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
118,118,0,00002dc,06,2,2,3,b3fbee1b74bea5e4,0,0,2,074c94c2c1e65387,3,1,3d30000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
119,119,0,0000000,00,3,3,3,206779e5e72228b1,0,0,3,cf48492c09e28e69,0,1,3d70634efa35a5e4,44fe4a7482548d31,44fe4a7482548d31,0,0
120,120,0,0000000,00,3,3,3,aeecf4b069a9bf4f,0,0,3,cf48492c09e28e69,0,1,b3fbee1b74bea5e4,44fe4a7482548d31,44fe4a7482548d31,0,0
121,121,0,0000000,00,3,3,3,075e5618c01b321a,0,0,3,cf48492c09e28e69,0,1,206779e5e72228b1,44fe4a7482548d31,44fe4a7482548d31,0,0
122,122,0,0000000,00,3,3,3,89d5db4d4e9090b2,0,0,3,cf48492c09e28e69,0,1,aeecf4b069a9bf4f,44fe4a7482548d31,44fe4a7482548d31,0,0
123,123,0,00002e0,06,2,2,3,1a494cb3dd0c1de7,0,0,2,cf48492c09e28e69,3,1,075e5618c01b321a,44fe4a7482548d31,44fe4a7482548d31,0,0
124,124,0,00002e4,06,2,2,3,94c2c1e653878a19,0,0,2,421dc7a784b700e2,3,1,89d5db4d4e9090b2,44fe4a7482548d31,44fe4a7482548d31,0,0
125,125,0,00002e8,06,2,2,3,492c09e28e69074c,0,0,2,d5e3543b1349937e,3,1,1a494cb3dd0c1de7,44fe4a7482548d31,44fe4a7482548d31,0,0
126,126,0,00002ec,06,2,2,3,0000000000000008,0,0,2,58b6dab09e1c1df5,3,1,94c2c1e653878a19,44fe4a7482548d31,44fe4a7482548d31,0,0
127,127,0,00002f0,06,2,2,3,0000000000000000,0,0,2,fa1e73023cb4b447,3,1,492c09e28e69074c,44fe4a7482548d31,44fe4a7482548d31,0,0
128,128,0,00002f4,06,2,2,3,4920000000000000,0,0,2,774bfd89b1e13acc,3,1,0000000000000008,44fe4a7482548d31,44fe4a7482548d31,0,0
129,129,0,00002f8,06,2,2,3,492c09e28e69cf48,0,0,2,e0b56e15261fa950,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
130,130,0,00002fc,06,2,2,3,c7a784b700e2cf48,0,0,2,6de0e09eab4a27db,3,1,4920000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
131,131,0,0000000,00,3,3,3,543b1349937e421d,0,0,3,8f6ea65a49c4611f,0,1,492c09e28e69cf48,44fe4a7482548d31,44fe4a7482548d31,0,0
132,132,0,0000000,00,3,3,3,dab09e1c1df5d5e3,0,0,3,8f6ea65a49c4611f,0,1,c7a784b700e2cf48,44fe4a7482548d31,44fe4a7482548d31,0,0
133,133,0,0000000,00,3,3,3,73023cb4b44758b6,0,0,3,8f6ea65a49c4611f,0,1,543b1349937e421d,44fe4a7482548d31,44fe4a7482548d31,0,0
134,134,0,0000000,00,3,3,3,fd89b1e13accfa1e,0,0,3,8f6ea65a49c4611f,0,1,dab09e1c1df5d5e3,44fe4a7482548d31,44fe4a7482548d31,0,0
135,135,0,0000300,06,2,2,3,6e15261fa950774b,0,0,2,8f6ea65a49c4611f,3,1,73023cb4b44758b6,44fe4a7482548d31,44fe4a7482548d31,0,0
136,136,0,0000304,06,2,2,3,e09eab4a27dbe0b5,0,0,2,023b28d1c491ef94,3,1,fd89b1e13accfa1e,44fe4a7482548d31,44fe4a7482548d31,0,0
137,137,0,0000308,06,2,2,3,a65a49c4611f6de0,0,0,2,95c5bb4d536f7c08,3,1,6e15261fa950774b,44fe4a7482548d31,44fe4a7482548d31,0,0
138,138,0,000030c,06,2,2,3,0000000000000000,0,0,2,189035c6de3af283,3,1,e09eab4a27dbe0b5,44fe4a7482548d31,44fe4a7482548d31,0,0
139,139,0,0000310,06,2,2,3,0000000000000000,0,0,2,ba389c747c925b31,3,1,a65a49c4611f6de0,44fe4a7482548d31,44fe4a7482548d31,0,0
140,140,0,0000314,06,2,2,3,a610000000000000,0,0,2,376d12fff1c7d5ba,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
141,141,0,0000318,06,2,2,3,a65a49c4611f8f6e,0,0,2,a093816366394626,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
142,142,0,000031c,06,2,2,3,28d1c491ef948f6e,0,0,2,2dc60fe8eb6cc8ad,3,1,a610000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
143,143,0,0000000,00,3,3,3,bb4d536f7c08023b,0,0,3,e5c2d20623681543,0,1,a65a49c4611f8f6e,44fe4a7482548d31,44fe4a7482548d31,0,0
144,144,0,0000000,00,3,3,3,35c6de3af28395c5,0,0,3,e5c2d20623681543,0,1,28d1c491ef948f6e,44fe4a7482548d31,44fe4a7482548d31,0,0
145,145,0,0000000,00,3,3,3,9c747c925b311890,0,0,3,e5c2d20623681543,0,1,bb4d536f7c08023b,44fe4a7482548d31,44fe4a7482548d31,0,0
146,146,0,0000000,00,3,3,3,12fff1c7d5baba38,0,0,3,e5c2d20623681543,0,1,35c6de3af28395c5,44fe4a7482548d31,44fe4a7482548d31,0,0
147,147,0,0000320,06,2,2,3,816366394626376d,0,0,2,e5c2d20623681543,3,1,9c747c925b311890,44fe4a7482548d31,44fe4a7482548d31,0,0
148,148,0,0000324,06,2,2,3,0fe8eb6cc8ada093,0,0,2,68975c8dae3d9bc8,3,1,12fff1c7d5baba38,44fe4a7482548d31,44fe4a7482548d31,0,0
149,149,0,0000328,06,2,2,3,d206236815432dc6,0,0,2,ff69cf1139c30854,3,1,816366394626376d,44fe4a7482548d31,44fe4a7482548d31,0,0
150,150,0,000032c,06,2,2,3,0000000000000000,0,0,2,723c419ab49686df,3,1,0fe8eb6cc8ada093,44fe4a7482548d31,44fe4a7482548d31,0,0
151,151,0,0000330,06,2,2,3,0000000000000000,0,0,2,d094e828163e2f6d,3,1,d206236815432dc6,44fe4a7482548d31,44fe4a7482548d31,0,0
152,152,0,0000334,06,2,2,3,d200000000000000,0,0,2,5dc166a39b6ba1e6,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
153,153,0,0000338,06,2,2,3,d20623681543e5c2,0,0,2,ca3ff53f0c95327a,3,1,0000000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
154,154,0,000033c,06,2,2,3,5c8dae3d9bc8e5c2,0,0,2,476a7bb481c0bcf1,3,1,d200000000000000,44fe4a7482548d31,44fe4a7482548d31,0,0
