Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0],u_harness/w_rd_dbg_actual[63:0],u_harness/w_rd_dbg_expected[63:0],u_harness/w_rd_dbg_mismatch,u_harness/w_rd_dbg_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
734,734,0,0000324,07,2,2,3,8465bee24320f51d,0,0,2,3d19d700fbb31045,3,1,9972a4495e37efb6,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
735,735,0,0000328,07,2,2,3,598b76e69ece7848,0,0,2,aae7449c6c4d83d9,3,1,0aee33b7cdab62e3,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
736,736,0,000032c,07,2,2,3,0000000000000008,0,0,2,27b2ca17e1180d52,3,1,8465bee24320f51d,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
737,737,0,0000330,07,2,2,3,0000000000000000,0,0,2,851a63a543b0a4e0,3,1,598b76e69ece7848,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
738,738,0,0000334,07,2,2,3,5980000000000000,0,0,2,084fed2ecee52a6b,3,1,0000000000000008,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
739,739,0,0000338,07,2,2,3,598b76e69eceb04c,0,0,2,9fb17eb2591bb9f7,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
740,740,0,000033c,07,2,2,3,d700fbb31045b04c,0,0,2,12e4f039d44e377c,3,1,5980000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
741,741,0,0000000,00,3,3,3,449c6c4d83d93d19,0,0,3,0fb8c56fc912022a,0,1,598b76e69eceb04c,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
742,742,0,0000000,00,3,3,3,ca17e1180d52aae7,0,0,3,0fb8c56fc912022a,0,1,d700fbb31045b04c,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
743,743,0,0000000,00,3,3,3,63a543b0a4e027b2,0,0,3,0fb8c56fc912022a,0,1,449c6c4d83d93d19,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
744,744,0,0000000,00,3,3,3,ed2ecee52a6b851a,0,0,3,0fb8c56fc912022a,0,1,ca17e1180d52aae7,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
745,745,0,0000340,07,2,2,3,7eb2591bb9f7084f,0,0,2,0fb8c56fc912022a,3,1,63a543b0a4e027b2,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
746,746,0,0000344,07,2,2,3,f039d44e377c9fb1,0,0,2,82ed4be444478ca1,3,1,ed2ecee52a6b851a,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
747,747,0,0000348,07,2,2,3,c56fc912022a12e4,0,0,2,1513d878d3b91f3d,3,1,7eb2591bb9f7084f,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
748,748,0,000034c,07,2,2,3,0000000000000000,0,0,2,984656f35eec91b6,3,1,f039d44e377c9fb1,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
749,749,0,0000350,07,2,2,3,0000000000000000,0,0,2,3aeeff41fc443804,3,1,c56fc912022a12e4,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
750,750,0,0000354,07,2,2,3,c520000000000000,0,0,2,b7bb71ca7111b68f,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
751,751,0,0000358,07,2,2,3,c56fc912022a0fb8,0,0,2,2045e256e6ef2513,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
752,752,0,000035c,07,2,2,3,4be444478ca10fb8,0,0,2,ad106cdd6bbaab98,3,1,c520000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
753,753,0,0000000,00,3,3,3,d878d3b91f3d82ed,0,0,3,6514b133a3be7676,0,1,c56fc912022a0fb8,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
754,754,0,0000000,00,3,3,3,56f35eec91b61513,0,0,3,6514b133a3be7676,0,1,4be444478ca10fb8,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
755,755,0,0000000,00,3,3,3,ff41fc4438049846,0,0,3,6514b133a3be7676,0,1,d878d3b91f3d82ed,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
756,756,0,0000000,00,3,3,3,71ca7111b68f3aee,0,0,3,6514b133a3be7676,0,1,56f35eec91b61513,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
757,757,0,0000360,07,2,2,3,e256e6ef2513b7bb,0,0,2,6514b133a3be7676,3,1,ff41fc4438049846,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
758,758,0,0000364,07,2,2,3,6cdd6bbaab982045,0,0,2,e8413fb82eebf8fd,3,1,71ca7111b68f3aee,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
759,759,0,0000368,07,2,2,3,b133a3be7676ad10,0,0,2,7fbfac24b9156b61,3,1,e256e6ef2513b7bb,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
760,760,0,000036c,07,2,2,3,0000000000000000,0,0,2,f2ea22af3440e5ea,3,1,6cdd6bbaab982045,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
761,761,0,0000370,07,2,2,3,0000000000000000,0,0,2,50428b1d96e84c58,3,1,b133a3be7676ad10,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
762,762,0,0000374,07,2,2,3,b130000000000000,0,0,2,dd1705961bbdc2d3,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
763,763,0,0000378,07,2,2,3,b133a3be76766514,0,0,2,4ae9960a8c43514f,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
764,764,0,000037c,07,2,2,3,3fb82eebf8fd6514,0,0,2,c7bc18810116dfc4,3,1,b130000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
765,765,0,0000000,00,3,3,3,ac24b9156b61e841,0,0,3,7051fca6b6fb3be3,0,1,b133a3be76766514,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
766,766,0,0000000,00,3,3,3,22af3440e5ea7fbf,0,0,3,7051fca6b6fb3be3,0,1,3fb82eebf8fd6514,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
767,767,0,0000000,00,3,3,3,8b1d96e84c58f2ea,0,0,3,7051fca6b6fb3be3,0,1,ac24b9156b61e841,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
768,768,0,0000000,00,3,3,3,05961bbdc2d35042,0,0,3,7051fca6b6fb3be3,0,1,22af3440e5ea7fbf,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
769,769,0,0000380,07,2,2,3,960a8c43514fdd17,0,0,2,7051fca6b6fb3be3,3,1,8b1d96e84c58f2ea,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
770,770,0,0000384,07,2,2,3,18810116dfc44ae9,0,0,2,fd04722d3baeb568,3,1,05961bbdc2d35042,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
771,771,0,0000388,07,2,2,3,fca6b6fb3be3c7bc,0,0,2,6afae1b1ac5026f4,3,1,960a8c43514fdd17,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
772,772,0,000038c,07,2,2,3,0000000000000000,0,0,2,e7af6f3a2105a87f,3,1,18810116dfc44ae9,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
773,773,0,0000390,07,2,2,3,0000000000000000,0,0,2,4507c68883ad01cd,3,1,fca6b6fb3be3c7bc,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
774,774,0,0000394,07,2,2,3,fca0000000000000,0,0,2,c85248030ef88f46,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
775,775,0,0000398,07,2,2,3,fca6b6fb3be37051,0,0,2,5facdb9f99061cda,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
776,776,0,000039c,07,2,2,3,722d3baeb5687051,0,0,2,d2f9551414539251,3,1,fca0000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
777,777,0,0000000,00,3,3,3,e1b1ac5026f4fd04,0,0,3,1afd88fadc574fbf,0,1,fca6b6fb3be37051,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
778,778,0,0000000,00,3,3,3,6f3a2105a87f6afa,0,0,3,1afd88fadc574fbf,0,1,722d3baeb5687051,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
779,779,0,0000000,00,3,3,3,c68883ad01cde7af,0,0,3,1afd88fadc574fbf,0,1,e1b1ac5026f4fd04,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
780,780,0,0000000,00,3,3,3,48030ef88f464507,0,0,3,1afd88fadc574fbf,0,1,6f3a2105a87f6afa,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
781,781,0,00003a0,07,2,2,3,db9f99061cdac852,0,0,2,1afd88fadc574fbf,3,1,c68883ad01cde7af,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
782,782,0,00003a4,07,2,2,3,5514145392515fac,0,0,2,97a806715102c134,3,1,48030ef88f464507,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
783,783,0,00003a8,07,2,2,3,88fadc574fbfd2f9,0,0,2,005695edc6fc52a8,3,1,db9f99061cdac852,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
784,784,0,00003ac,07,2,2,3,0000000000000000,0,0,2,8d031b664ba9dc23,3,1,5514145392515fac,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
785,785,0,00003b0,07,2,2,3,0000000000000000,0,0,2,2fabb2d4e9017591,3,1,88fadc574fbfd2f9,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
786,786,0,00003b4,07,2,2,3,88b0000000000000,0,0,2,a2fe3c5f6454fb1a,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
787,787,0,00003b8,07,2,2,3,88fadc574fbf1afd,0,0,2,3500afc3f3aa6886,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
788,788,0,00003bc,07,2,2,3,06715102c1341afd,0,0,2,b85521487effe60d,3,1,88b0000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
789,789,0,0000000,00,3,3,3,95edc6fc52a897a8,0,0,3,a509141e63a3d35b,0,1,88fadc574fbf1afd,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
790,790,0,0000000,00,3,3,3,1b664ba9dc230056,0,0,3,a509141e63a3d35b,0,1,06715102c1341afd,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
791,791,0,0000000,00,3,3,3,b2d4e90175918d03,0,0,3,a509141e63a3d35b,0,1,95edc6fc52a897a8,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
792,792,0,0000000,00,3,3,3,3c5f6454fb1a2fab,0,0,3,a509141e63a3d35b,0,1,1b664ba9dc230056,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
793,793,0,00003c0,07,2,2,3,afc3f3aa6886a2fe,0,0,2,a509141e63a3d35b,3,1,b2d4e90175918d03,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
794,794,0,00003c4,07,2,2,3,21487effe60d3500,0,0,2,285c9a95eef65dd0,3,1,3c5f6454fb1a2fab,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
795,795,0,00003c8,07,2,2,3,141e63a3d35bb855,0,0,2,bfa209097908ce4c,3,1,afc3f3aa6886a2fe,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
796,796,0,00003cc,07,2,2,3,000000000000000c,0,0,2,32f78782f45d40c7,3,1,21487effe60d3500,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
797,797,0,00003d0,07,2,2,3,0000000000000000,0,0,2,905f2e3056f5e975,3,1,141e63a3d35bb855,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
798,798,0,00003d4,07,2,2,3,1410000000000000,0,0,2,1d0aa0bbdba067fe,3,1,000000000000000c,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
799,799,0,00003d8,07,2,2,3,141e63a3d35ba509,0,0,2,8af433274c5ef462,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
800,800,0,00003dc,07,2,2,3,9a95eef65dd0a509,0,0,2,07a1bdacc10b7ae9,3,1,1410000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
801,801,0,0000000,00,3,3,3,09097908ce4c285c,0,0,3,cfa56042090fa707,0,1,141e63a3d35ba509,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
802,802,0,0000000,00,3,3,3,8782f45d40c7bfa2,0,0,3,cfa56042090fa707,0,1,9a95eef65dd0a509,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
803,803,0,0000000,00,3,3,3,2e3056f5e97532f7,0,0,3,cfa56042090fa707,0,1,09097908ce4c285c,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
804,804,0,0000000,00,3,3,3,a0bbdba067fe905f,0,0,3,cfa56042090fa707,0,1,8782f45d40c7bfa2,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
805,805,0,00003e0,07,2,2,3,33274c5ef4621d0a,0,0,2,cfa56042090fa707,3,1,2e3056f5e97532f7,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
806,806,0,00003e4,07,2,2,3,bdacc10b7ae98af4,0,0,2,42f0eec9845a298c,3,1,a0bbdba067fe905f,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
807,807,0,00003e8,07,2,2,3,6042090fa70707a1,0,0,2,d50e7d5513a4ba10,3,1,33274c5ef4621d0a,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
808,808,0,00003ec,07,2,2,3,0000000000000000,0,0,2,585bf3de9ef1349b,3,1,bdacc10b7ae98af4,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
809,809,0,00003f0,07,2,2,3,0000000000000000,0,0,2,faf35a6c3c599d29,3,1,6042090fa70707a1,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
810,810,0,00003f4,07,2,2,3,6000000000000000,0,0,2,77a6d4e7b10c13a2,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
811,811,0,00003f8,07,2,2,3,6042090fa707cfa5,0,0,2,e058477b26f2803e,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
812,812,0,00003fc,07,2,2,3,eec9845a298ccfa5,0,0,2,6d0dc9f0aba70eb5,3,1,6000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
813,813,0,0000000,00,3,3,3,7d5513a4ba1042f0,0,0,3,7051fca6b6fb3be3,0,1,6042090fa707cfa5,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
814,814,0,0000000,00,3,3,3,f3de9ef1349bd50e,0,0,3,7051fca6b6fb3be3,0,1,eec9845a298ccfa5,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
815,815,0,0000000,00,3,3,3,5a6c3c599d29585b,0,0,3,7051fca6b6fb3be3,0,1,7d5513a4ba1042f0,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
816,816,0,0000000,00,3,3,3,d4e7b10c13a2faf3,0,0,3,7051fca6b6fb3be3,0,1,f3de9ef1349bd50e,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
817,817,0,0000000,00,3,2,2,477b26f2803e77a6,0,0,2,7051fca6b6fb3be3,0,1,5a6c3c599d29585b,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
818,818,0,0000000,00,3,3,3,c9f0aba70eb5e058,0,0,3,7051fca6b6fb3be3,0,1,d4e7b10c13a2faf3,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
819,819,0,0000000,00,3,3,3,fca6b6fb3be36d0d,0,0,3,7051fca6b6fb3be3,0,1,477b26f2803e77a6,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
820,820,0,0000000,00,3,3,3,0000000000000000,0,0,3,7051fca6b6fb3be3,0,1,c9f0aba70eb5e058,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
821,821,0,0000000,00,3,3,3,0000000000000000,0,0,3,7051fca6b6fb3be3,0,1,fca6b6fb3be36d0d,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
822,822,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
823,823,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
824,824,0,0000003,00,3,2,2,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
825,825,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
826,826,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
827,827,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
828,828,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
829,829,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
830,830,0,0000000,00,3,3,3,0000000000000000,0,0,3,2199243ae733e37f,0,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
831,831,0,0000000,00,2,2,3,0000000000000000,0,0,2,2199243ae733e37f,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
832,832,0,0000004,00,2,2,3,0000000000000000,0,0,2,acccaab16a666df4,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
833,833,0,0000008,00,2,2,3,0000000000000000,0,0,2,3b32392dfd98fe68,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
834,834,0,000000c,00,2,2,3,0000000000000000,0,0,2,b667b7a670cd70e3,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
835,835,0,0000010,00,2,2,3,0000000000000000,0,0,2,14cf1e14d265d951,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
836,836,0,0000014,00,2,2,3,2430000000000000,0,0,2,999a909f5f3057da,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
837,837,0,0000018,00,2,2,3,243ae733e37f2199,0,0,2,0e640303c8cec446,3,1,0000000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
838,838,0,000001c,00,2,2,3,aab16a666df42199,0,0,2,83318d88459b4acd,3,1,2430000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
839,839,0,0000020,00,2,2,3,392dfd98fe68accc,0,0,2,4b3550668d9f9723,3,1,243ae733e37f2199,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
840,840,0,0000024,00,2,2,3,b7a670cd70e33b32,0,0,2,c660deed00ca19a8,3,1,aab16a666df42199,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
841,841,0,0000028,00,2,2,3,1e14d265d951b667,0,0,2,519e4d7197348a34,3,1,392dfd98fe68accc,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
842,842,0,000002c,00,2,2,3,909f5f3057da14cf,0,0,2,dccbc3fa1a6104bf,3,1,b7a670cd70e33b32,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
843,843,0,0000030,00,2,2,3,0303c8cec446999a,0,0,2,7e636a48b8c9ad0d,3,1,1e14d265d951b667,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
844,844,0,0000034,00,2,2,3,8d88459b4acd0e64,0,0,2,f336e4c3359c2386,3,1,909f5f3057da14cf,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
845,845,0,0000038,00,2,2,3,50668d9f97238331,0,0,2,64c8775fa262b01a,3,1,0303c8cec446999a,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
846,846,0,000003c,00,2,2,3,deed00ca19a84b35,0,0,2,e99df9d42f373e91,3,1,8d88459b4acd0e64,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
847,847,0,0000040,00,2,2,3,4d7197348a34c660,0,0,2,f4c1cc82326b0bc7,3,1,50668d9f97238331,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
848,848,0,0000044,00,2,2,3,c3fa1a6104bf519e,0,0,2,79944209bf3e854c,3,1,deed00ca19a84b35,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
849,849,0,0000048,00,2,2,3,6a48b8c9ad0ddccb,0,0,2,ee6ad19528c016d0,3,1,4d7197348a34c660,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
850,850,0,000004c,00,2,2,3,e4c3359c23867e63,0,0,2,633f5f1ea595985b,3,1,c3fa1a6104bf519e,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
851,851,0,0000050,00,2,2,3,775fa262b01af336,0,0,2,c197f6ac073d31e9,3,1,6a48b8c9ad0ddccb,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
852,852,0,0000054,00,2,2,3,f9d42f373e9164c8,0,0,2,4cc278278a68bf62,3,1,e4c3359c23867e63,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
853,853,0,0000058,00,2,2,3,cc82326b0bc7e99d,0,0,2,db3cebbb1d962cfe,3,1,775fa262b01af336,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
854,854,0,000005c,00,2,2,3,4209bf3e854cf4c1,0,0,2,5669653090c3a275,3,1,f9d42f373e9164c8,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
855,855,0,0000060,00,2,2,3,d19528c016d07994,0,0,2,9e6db8de58c77f9b,3,1,cc82326b0bc7e99d,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
856,856,0,0000064,00,2,2,3,5f1ea595985bee6a,0,0,2,13383655d592f110,3,1,4209bf3e854cf4c1,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
857,857,0,0000068,00,2,2,3,f6ac073d31e9633f,0,0,2,84c6a5c9426c628c,3,1,d19528c016d07994,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
858,858,0,000006c,00,2,2,3,78278a68bf62c197,0,0,2,09932b42cf39ec07,3,1,5f1ea595985bee6a,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
859,859,0,0000070,00,2,2,3,ebbb1d962cfe4cc2,0,0,2,ab3b82f06d9145b5,3,1,f6ac073d31e9633f,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
860,860,0,0000074,00,2,2,3,653090c3a275db3c,0,0,2,266e0c7be0c4cb3e,3,1,78278a68bf62c197,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
861,861,0,0000078,00,2,2,3,b8de58c77f9b5669,0,0,2,b1909fe7773a58a2,3,1,ebbb1d962cfe4cc2,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
862,862,0,000007c,00,2,2,3,3655d592f1109e6d,0,0,2,3cc5116cfa6fd629,3,1,653090c3a275db3c,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
863,863,0,0000000,00,3,3,3,a5c9426c628c1338,0,0,3,8b28f54b4d82320e,0,1,b8de58c77f9b5669,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
864,864,0,0000000,00,3,3,3,2b42cf39ec0784c6,0,0,3,8b28f54b4d82320e,0,1,3655d592f1109e6d,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
865,865,0,0000080,00,2,2,3,82f06d9145b50993,0,0,2,8b28f54b4d82320e,3,1,a5c9426c628c1338,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
866,866,0,0000084,00,2,2,3,0c7be0c4cb3eab3b,0,0,2,067d7bc0c0d7bc85,3,1,2b42cf39ec0784c6,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
867,867,0,0000088,00,2,2,3,9fe7773a58a2266e,0,0,2,9183e85c57292f19,3,1,82f06d9145b50993,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
868,868,0,000008c,00,2,2,3,116cfa6fd629b190,0,0,2,1cd666d7da7ca192,3,1,0c7be0c4cb3eab3b,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
869,869,0,0000090,00,2,2,3,f54b4d82320e3cc5,0,0,2,be7ecf6578d40820,3,1,9fe7773a58a2266e,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
870,870,0,0000094,00,2,2,3,f500000000000000,0,0,2,332b41eef58186ab,3,1,116cfa6fd629b190,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
871,871,0,0000098,00,2,2,3,f54b4d82320e8b28,0,0,2,a4d5d272627f1537,3,1,f54b4d82320e3cc5,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
872,872,0,000009c,00,2,2,3,7bc0c0d7bc858b28,0,0,2,29805cf9ef2a9bbc,3,1,f500000000000000,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
873,873,0,0000000,00,3,3,3,e85c57292f19067d,0,0,3,e1848117272e4652,0,1,f54b4d82320e8b28,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
874,874,0,0000000,00,3,3,3,66d7da7ca1929183,0,0,3,e1848117272e4652,0,1,7bc0c0d7bc858b28,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
875,875,0,0000000,00,3,3,3,cf6578d408201cd6,0,0,3,e1848117272e4652,0,1,e85c57292f19067d,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
876,876,0,0000000,00,3,3,3,41eef58186abbe7e,0,0,3,e1848117272e4652,0,1,66d7da7ca1929183,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
877,877,0,00000a0,00,2,2,3,d272627f1537332b,0,0,2,e1848117272e4652,3,1,cf6578d408201cd6,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
878,878,0,00000a4,00,2,2,3,5cf9ef2a9bbca4d5,0,0,2,6cd10f9caa7bc8d9,3,1,41eef58186abbe7e,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
879,879,0,00000a8,00,2,2,3,8117272e46522980,0,0,2,fb2f9c003d855b45,3,1,d272627f1537332b,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
880,880,0,00000ac,00,2,2,3,0000000000000000,0,0,2,767a128bb0d0d5ce,3,1,5cf9ef2a9bbca4d5,b4b4fdd3721e3a96,b4b4fdd3721e3a96,0,0
