Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3444,3444,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3445,3445,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3446,3446,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3447,3447,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3448,3448,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3449,3449,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3450,3450,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3451,3451,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3452,3452,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3453,3453,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3454,3454,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3455,3455,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3456,3456,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3457,3457,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3458,3458,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3459,3459,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3460,3460,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3461,3461,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3462,3462,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3463,3463,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3464,3464,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3465,3465,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3466,3466,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3467,3467,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3468,3468,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3469,3469,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3470,3470,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3471,3471,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3472,3472,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3473,3473,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3474,3474,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3475,3475,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3476,3476,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3477,3477,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3478,3478,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3479,3479,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3480,3480,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3481,3481,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3482,3482,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3483,3483,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3484,3484,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3485,3485,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3486,3486,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3487,3487,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3488,3488,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3489,3489,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3490,3490,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3491,3491,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3492,3492,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3493,3493,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3494,3494,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3495,3495,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3496,3496,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3497,3497,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3498,3498,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3499,3499,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3500,3500,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3501,3501,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3502,3502,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3503,3503,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3504,3504,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3505,3505,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3506,3506,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3507,3507,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3508,3508,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3509,3509,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3510,3510,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3511,3511,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3512,3512,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3513,3513,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3514,3514,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3515,3515,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3516,3516,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3517,3517,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3518,3518,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3519,3519,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3520,3520,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3521,3521,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3522,3522,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3523,3523,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3524,3524,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3525,3525,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3526,3526,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3527,3527,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3528,3528,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3529,3529,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3530,3530,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3531,3531,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3532,3532,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3533,3533,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3534,3534,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3535,3535,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3536,3536,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3537,3537,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3538,3538,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3539,3539,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3540,3540,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3541,3541,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3542,3542,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3543,3543,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3544,3544,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3545,3545,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3546,3546,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3547,3547,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3548,3548,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3549,3549,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3550,3550,0,0000000,00,3,2,2,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3551,3551,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3552,3552,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3553,3553,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3554,3554,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3555,3555,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3556,3556,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3557,3557,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3558,3558,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3559,3559,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3560,3560,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3561,3561,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3562,3562,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3563,3563,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3564,3564,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3565,3565,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3566,3566,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3567,3567,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3568,3568,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3569,3569,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3570,3570,0,0000000,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3571,3571,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3572,3572,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3573,3573,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3574,3574,0,0000004,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3575,3575,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3576,3576,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3577,3577,0,0000000,00,3,3,3,5ac3a5c35ac3a5c3,0,0,3,f90858fef90858fe,0,1,0000000000000000
3578,3578,0,0000000,00,3,3,3,0000000000005ac3,0,0,3,f90858fef90858fe,0,1,0000000000000000
3579,3579,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3580,3580,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3581,3581,0,0000000,00,3,3,3,ad61d2e1ad61d2e1,0,0,3,f90858fef90858fe,0,1,0000000000000000
3582,3582,0,0000000,00,3,3,3,000000000000ad61,0,0,3,f90858fef90858fe,0,1,0000000000000000
3583,3583,0,0000008,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3584,3584,1,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3585,3585,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,5ac3a5c35ac3a5c3
3586,3586,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000005ac3
3587,3587,0,000000c,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3588,3588,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3589,3589,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,ad61d2e1ad61d2e1
3590,3590,0,0000000,00,3,3,3,56b0e97056b0e970,0,0,3,f90858fef90858fe,0,1,000000000000ad61
3591,3591,0,0000000,00,3,3,3,00000000000056b0,0,0,3,f90858fef90858fe,0,1,0000000000000000
3592,3592,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3593,3593,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3594,3594,0,0000000,00,3,3,3,2b5874b82b5874b8,0,0,3,f90858fef90858fe,0,1,0000000000000000
3595,3595,0,0000000,00,3,3,3,0000000000002b58,0,0,3,f90858fef90858fe,0,1,0000000000000000
3596,3596,0,0000010,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3597,3597,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3598,3598,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,56b0e97056b0e970
3599,3599,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,00000000000056b0
3600,3600,0,0000014,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3601,3601,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3602,3602,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,2b5874b82b5874b8
3603,3603,0,0000000,00,3,3,3,95ac3a5c95ac3a5c,0,0,3,f90858fef90858fe,0,1,0000000000002b58
3604,3604,0,0000000,00,3,3,3,00000000000095ac,0,0,3,f90858fef90858fe,0,1,0000000000000000
3605,3605,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3606,3606,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3607,3607,0,0000000,00,3,3,3,cad61d2ecad61d2e,0,0,3,f90858fef90858fe,0,1,0000000000000000
3608,3608,0,0000000,00,3,3,3,000000000000cad6,0,0,3,f90858fef90858fe,0,1,0000000000000000
3609,3609,0,0000018,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3610,3610,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3611,3611,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,95ac3a5c95ac3a5c
3612,3612,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,00000000000095ac
3613,3613,0,000001c,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3614,3614,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3615,3615,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,cad61d2ecad61d2e
3616,3616,0,0000000,00,3,3,3,e56b0e97e56b0e97,0,0,3,f90858fef90858fe,0,1,000000000000cad6
3617,3617,0,0000000,00,3,3,3,000000000000e56b,0,0,3,f90858fef90858fe,0,1,0000000000000000
3618,3618,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3619,3619,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3620,3620,0,0000000,00,3,3,3,72b5874b72b5874b,0,0,3,f90858fef90858fe,0,1,0000000000000000
3621,3621,0,0000000,00,3,3,3,00000000000072b5,0,0,3,f90858fef90858fe,0,1,0000000000000000
3622,3622,0,0000020,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3623,3623,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3624,3624,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,e56b0e97e56b0e97
3625,3625,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,000000000000e56b
3626,3626,0,0000024,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3627,3627,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3628,3628,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,72b5874b72b5874b
3629,3629,0,0000000,00,3,3,3,395ac3a5395ac3a5,0,0,3,f90858fef90858fe,0,1,00000000000072b5
3630,3630,0,0000000,00,3,3,3,000000000000395a,0,0,3,f90858fef90858fe,0,1,0000000000000000
3631,3631,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3632,3632,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3633,3633,0,0000000,00,3,3,3,9cad61d29cad61d2,0,0,3,f90858fef90858fe,0,1,0000000000000000
3634,3634,0,0000000,00,3,3,3,0000000000009cad,0,0,3,f90858fef90858fe,0,1,0000000000000000
3635,3635,0,0000028,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3636,3636,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3637,3637,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,395ac3a5395ac3a5
3638,3638,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,000000000000395a
3639,3639,0,000002c,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3640,3640,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3641,3641,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,9cad61d29cad61d2
3642,3642,0,0000000,00,3,3,3,ce56b0e9ce56b0e9,0,0,3,f90858fef90858fe,0,1,0000000000009cad
3643,3643,0,0000000,00,3,3,3,000000000000ce56,0,0,3,f90858fef90858fe,0,1,0000000000000000
3644,3644,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3645,3645,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3646,3646,0,0000000,00,3,3,3,672b5874672b5874,0,0,3,f90858fef90858fe,0,1,0000000000000000
3647,3647,0,0000000,00,3,3,3,000000000000672b,0,0,3,f90858fef90858fe,0,1,0000000000000000
3648,3648,0,0000030,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3649,3649,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3650,3650,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,ce56b0e9ce56b0e9
3651,3651,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,000000000000ce56
3652,3652,0,0000034,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3653,3653,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3654,3654,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,672b5874672b5874
3655,3655,0,0000000,00,3,3,3,b395ac3ab395ac3a,0,0,3,f90858fef90858fe,0,1,000000000000672b
3656,3656,0,0000000,00,3,3,3,000000000000b395,0,0,3,f90858fef90858fe,0,1,0000000000000000
3657,3657,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3658,3658,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3659,3659,0,0000000,00,3,3,3,d9cad61dd9cad61d,0,0,3,f90858fef90858fe,0,1,0000000000000000
3660,3660,0,0000000,00,3,3,3,000000000000d9ca,0,0,3,f90858fef90858fe,0,1,0000000000000000
3661,3661,0,0000038,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3662,3662,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3663,3663,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,b395ac3ab395ac3a
3664,3664,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,000000000000b395
3665,3665,0,000003c,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3666,3666,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3667,3667,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,d9cad61dd9cad61d
3668,3668,0,0000000,00,3,3,3,ece56b0eece56b0e,0,0,3,f90858fef90858fe,0,1,000000000000d9ca
3669,3669,0,0000000,00,3,3,3,000000000000ece5,0,0,3,f90858fef90858fe,0,1,0000000000000000
3670,3670,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3671,3671,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3672,3672,0,0000000,00,3,3,3,f672b587f672b587,0,0,3,f90858fef90858fe,0,1,0000000000000000
3673,3673,0,0000000,00,3,3,3,000000000000f672,0,0,3,f90858fef90858fe,0,1,0000000000000000
3674,3674,0,0000040,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3675,3675,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3676,3676,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,ece56b0eece56b0e
3677,3677,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,000000000000ece5
3678,3678,0,0000044,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3679,3679,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3680,3680,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,f672b587f672b587
3681,3681,0,0000000,00,3,3,3,7b395ac37b395ac3,0,0,3,f90858fef90858fe,0,1,000000000000f672
3682,3682,0,0000000,00,3,3,3,0000000000007b39,0,0,3,f90858fef90858fe,0,1,0000000000000000
3683,3683,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3684,3684,0,0000000,00,3,3,3,0000000000000000,3,0,3,f90858fef90858fe,0,1,0000000000000000
3685,3685,0,0000000,00,3,3,3,3d9cad613d9cad61,0,0,3,f90858fef90858fe,0,1,0000000000000000
3686,3686,0,0000000,00,3,3,3,0000000000003d9c,0,0,3,f90858fef90858fe,0,1,0000000000000000
3687,3687,0,0000048,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3688,3688,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
3689,3689,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,7b395ac37b395ac3
3690,3690,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000007b39
3691,3691,0,000004c,00,2,2,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
3692,3692,0,0000000,00,3,3,3,0000000000000000,0,3,3,f90858fef90858fe,0,1,0000000000000000
