Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
2196,2196,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2197,2197,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2198,2198,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2199,2199,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2200,2200,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2201,2201,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2202,2202,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2203,2203,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2204,2204,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2205,2205,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2206,2206,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2207,2207,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2208,2208,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2209,2209,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2210,2210,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2211,2211,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2212,2212,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2213,2213,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2214,2214,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2215,2215,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2216,2216,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2217,2217,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2218,2218,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2219,2219,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2220,2220,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2221,2221,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2222,2222,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2223,2223,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2224,2224,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2225,2225,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2226,2226,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2227,2227,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2228,2228,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2229,2229,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2230,2230,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2231,2231,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2232,2232,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2233,2233,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2234,2234,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2235,2235,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2236,2236,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2237,2237,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2238,2238,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2239,2239,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2240,2240,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2241,2241,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2242,2242,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2243,2243,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2244,2244,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2245,2245,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2246,2246,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2247,2247,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2248,2248,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2249,2249,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2250,2250,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2251,2251,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2252,2252,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2253,2253,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2254,2254,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2255,2255,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2256,2256,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2257,2257,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2258,2258,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2259,2259,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2260,2260,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2261,2261,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2262,2262,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2263,2263,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2264,2264,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2265,2265,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2266,2266,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2267,2267,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2268,2268,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2269,2269,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2270,2270,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2271,2271,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2272,2272,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2273,2273,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2274,2274,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2275,2275,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2276,2276,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2277,2277,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2278,2278,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2279,2279,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2280,2280,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2281,2281,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2282,2282,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2283,2283,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2284,2284,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2285,2285,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2286,2286,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2287,2287,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2288,2288,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2289,2289,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2290,2290,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2291,2291,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2292,2292,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2293,2293,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2294,2294,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2295,2295,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2296,2296,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2297,2297,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2298,2298,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2299,2299,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2300,2300,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2301,2301,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2302,2302,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2303,2303,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2304,2304,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2305,2305,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2306,2306,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2307,2307,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2308,2308,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2309,2309,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2310,2310,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2311,2311,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2312,2312,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2313,2313,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2314,2314,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2315,2315,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2316,2316,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2317,2317,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2318,2318,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2319,2319,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2320,2320,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2321,2321,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2322,2322,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2323,2323,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2324,2324,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2325,2325,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2326,2326,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2327,2327,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2328,2328,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2329,2329,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2330,2330,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2331,2331,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2332,2332,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2333,2333,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2334,2334,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2335,2335,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2336,2336,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2337,2337,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2338,2338,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2339,2339,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2340,2340,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2341,2341,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2342,2342,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2343,2343,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2344,2344,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2345,2345,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2346,2346,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2347,2347,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2348,2348,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2349,2349,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2350,2350,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2351,2351,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2352,2352,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2353,2353,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2354,2354,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2355,2355,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2356,2356,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2357,2357,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2358,2358,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2359,2359,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2360,2360,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2361,2361,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2362,2362,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2363,2363,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2364,2364,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2365,2365,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2366,2366,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2367,2367,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2368,2368,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2369,2369,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2370,2370,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2371,2371,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2372,2372,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2373,2373,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2374,2374,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2375,2375,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2376,2376,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2377,2377,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2378,2378,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2379,2379,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2380,2380,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2381,2381,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2382,2382,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2383,2383,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2384,2384,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2385,2385,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2386,2386,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2387,2387,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2388,2388,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2389,2389,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2390,2390,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2391,2391,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2392,2392,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2393,2393,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2394,2394,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2395,2395,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2396,2396,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2397,2397,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2398,2398,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2399,2399,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2400,2400,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2401,2401,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2402,2402,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2403,2403,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2404,2404,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2405,2405,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2406,2406,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2407,2407,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2408,2408,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2409,2409,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2410,2410,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2411,2411,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2412,2412,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2413,2413,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2414,2414,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2415,2415,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2416,2416,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2417,2417,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2418,2418,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2419,2419,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2420,2420,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2421,2421,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2422,2422,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2423,2423,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2424,2424,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2425,2425,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2426,2426,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2427,2427,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2428,2428,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2429,2429,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2430,2430,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2431,2431,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2432,2432,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2433,2433,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2434,2434,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2435,2435,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2436,2436,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2437,2437,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2438,2438,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2439,2439,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2440,2440,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2441,2441,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2442,2442,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2443,2443,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2444,2444,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2445,2445,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2446,2446,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2447,2447,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
2448,2448,0,0000000,00,3,3,3,0000000000000000,0,0,3,f90858fef90858fe,0,1,0000000000000000
