Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0],u_harness/u_dut/u_ctrl/u_core/u_core/w_cmd_op[3:0],u_harness/u_dut/u_ctrl/u_core/u_core/w_cmd_rdy,u_harness/u_dut/u_ctrl/u_core/u_core/w_cmd_v,u_harness/u_dut/u_ctrl/u_core/u_core/u_dfi/u_rd/r_outstanding[4:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
950,950,0,0000040,07,2,2,3,0000000000000000,0,0,2,a5a03b20a5a03b24,3,1,3b08a5a03b0ca5a0,4,1,0,00
951,951,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03cd8a5a03cdc,0,1,3c80a5a03c84a5a0,4,1,0,00
952,952,0,0000000,00,3,3,3,3b00a5a03b04a5a0,0,0,3,a5a03cd8a5a03cdc,0,1,0000000000000000,4,1,0,00
953,953,0,0000000,00,3,3,3,3b38a5a03b3ca5a0,0,0,3,a5a03cd8a5a03cdc,0,1,0000000000000000,4,1,1,00
954,954,0,0000000,00,3,3,3,3b30a5a03b34a5a0,0,0,3,a5a03cd8a5a03cdc,0,1,0000000000000000,4,1,1,00
955,955,0,0000000,00,3,3,3,3b28a5a03b2ca5a0,0,0,3,a5a03cd8a5a03cdc,0,1,0000000000000000,4,1,1,00
956,956,0,0000000,00,3,3,3,3b20a5a03b24a5a0,0,0,3,a5a03b58a5a03b5c,0,1,0000000000000000,4,1,1,00
957,957,0,0000000,00,3,3,3,3cd8a5a03cdca5a0,0,0,3,a5a03b58a5a03b5c,0,1,0000000000000000,4,1,1,00
958,958,0,0000000,00,3,3,3,00000000000000d8,0,0,3,a5a03b58a5a03b5c,0,1,3b00000000000000,4,1,0,00
959,959,0,0000044,00,2,2,3,0000000000000000,0,0,2,a5a03b58a5a03b5c,3,1,3b00a5a03b04a5a0,4,1,0,00
960,960,0,0000044,01,2,2,3,0000000000000000,0,0,2,a5a03b50a5a03b54,3,1,3b38a5a03b3ca5a0,4,1,0,00
961,961,0,0000044,02,2,2,3,0000000000000000,0,0,2,a5a03b48a5a03b4c,3,1,3b30a5a03b34a5a0,4,1,0,00
962,962,0,0000044,03,2,2,3,0000000000000000,0,0,2,a5a03b40a5a03b44,3,1,3b28a5a03b2ca5a0,4,1,0,00
963,963,0,0000044,04,2,2,3,0000000000000000,0,0,2,a5a03b78a5a03b7c,3,1,3b20a5a03b24a5a0,4,1,0,00
964,964,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03cf0a5a03cf4,0,1,3cd8a5a03cdca5a0,4,1,0,00
965,965,0,0000000,00,3,3,3,3b58a5a03b5ca5a0,0,0,3,a5a03cf0a5a03cf4,0,1,00000000000000d8,4,1,0,00
966,966,0,0000000,00,3,3,3,3b50a5a03b54a5a0,0,0,3,a5a03cf0a5a03cf4,0,1,0000000000000000,4,1,1,00
967,967,0,0000000,00,3,3,3,3b48a5a03b4ca5a0,0,0,3,a5a03cf0a5a03cf4,0,1,0000000000000000,4,1,1,00
968,968,0,0000000,00,3,3,3,3b40a5a03b44a5a0,0,0,3,a5a03cf0a5a03cf4,0,1,0000000000000000,4,1,1,00
969,969,0,0000000,00,3,3,3,3b78a5a03b7ca5a0,0,0,3,a5a03b70a5a03b74,0,1,0000000000000000,4,1,1,00
970,970,0,0000000,00,3,3,3,3cf0a5a03cf4a5a0,0,0,3,a5a03b70a5a03b74,0,1,0000000000000000,4,1,1,00
971,971,0,0000000,00,3,3,3,00000000000000f0,0,0,3,a5a03b70a5a03b74,0,1,3b00000000000000,4,1,0,00
972,972,0,0000044,05,2,2,3,0000000000000000,0,0,2,a5a03b70a5a03b74,3,1,3b58a5a03b5ca5a0,4,1,0,00
973,973,0,0000044,06,2,2,3,0000000000000000,0,0,2,a5a03b68a5a03b6c,3,1,3b50a5a03b54a5a0,4,1,0,00
974,974,0,0000044,07,2,2,3,0000000000000000,0,0,2,a5a03b60a5a03b64,3,1,3b48a5a03b4ca5a0,4,1,0,00
975,975,0,0000048,00,2,2,3,0000000000000000,0,0,2,a5a03b98a5a03b9c,3,1,3b40a5a03b44a5a0,4,1,0,00
976,976,0,0000048,01,2,2,3,0000000000000000,0,0,2,a5a03b90a5a03b94,3,1,3b78a5a03b7ca5a0,4,1,0,00
977,977,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03b08a5a03b0c,0,1,3cf0a5a03cf4a5a0,4,1,0,00
978,978,0,0000000,00,3,3,3,3b70a5a03b74a5a0,0,0,3,a5a03b08a5a03b0c,0,1,00000000000000f0,4,1,0,00
979,979,0,0000000,00,3,3,3,3b68a5a03b6ca5a0,0,0,3,a5a03b08a5a03b0c,0,1,0000000000000000,4,1,1,00
980,980,0,0000000,00,3,3,3,3b60a5a03b64a5a0,0,0,3,a5a03b08a5a03b0c,0,1,0000000000000000,4,1,1,00
981,981,0,0000000,00,3,3,3,3b98a5a03b9ca5a0,0,0,3,a5a03b08a5a03b0c,0,1,0000000000000000,4,1,1,00
982,982,0,0000000,00,3,3,3,3b90a5a03b94a5a0,0,0,3,a5a03b88a5a03b8c,0,1,0000000000000000,4,1,1,00
983,983,0,0000000,00,3,3,3,3b08a5a03b0ca5a0,0,0,3,a5a03b88a5a03b8c,0,1,0000000000000000,4,1,1,00
984,984,0,0000000,00,3,3,3,0000000000000008,0,0,3,a5a03b88a5a03b8c,0,1,3b00000000000000,4,1,0,00
985,985,0,0000048,02,2,2,3,0000000000000000,0,0,2,a5a03b88a5a03b8c,3,1,3b70a5a03b74a5a0,4,1,0,00
986,986,0,0000048,03,2,2,3,0000000000000000,0,0,2,a5a03b80a5a03b84,3,1,3b68a5a03b6ca5a0,4,1,0,00
987,987,0,0000048,04,2,2,3,0000000000000000,0,0,2,a5a03bb8a5a03bbc,3,1,3b60a5a03b64a5a0,4,1,0,00
988,988,0,0000048,05,2,2,3,0000000000000000,0,0,2,a5a03bb0a5a03bb4,3,1,3b98a5a03b9ca5a0,4,1,0,00
989,989,0,0000048,06,2,2,3,0000000000000000,0,0,2,a5a03ba8a5a03bac,3,1,3b90a5a03b94a5a0,4,1,0,00
990,990,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03b20a5a03b24,0,1,3b08a5a03b0ca5a0,4,1,0,00
991,991,0,0000000,00,3,3,3,3b88a5a03b8ca5a0,0,0,3,a5a03b20a5a03b24,0,1,0000000000000008,4,1,0,00
992,992,0,0000000,00,3,3,3,3b80a5a03b84a5a0,0,0,3,a5a03b20a5a03b24,0,1,0000000000000000,4,1,1,00
993,993,0,0000000,00,3,3,3,3bb8a5a03bbca5a0,0,0,3,a5a03b20a5a03b24,0,1,0000000000000000,4,1,1,00
994,994,0,0000000,00,3,3,3,3bb0a5a03bb4a5a0,0,0,3,a5a03b20a5a03b24,0,1,0000000000000000,4,1,1,00
995,995,0,0000000,00,3,3,3,3ba8a5a03baca5a0,0,0,3,a5a03ba0a5a03ba4,0,1,0000000000000000,4,1,1,00
996,996,0,0000000,00,3,3,3,3b20a5a03b24a5a0,0,0,3,a5a03ba0a5a03ba4,0,1,0000000000000000,4,1,1,00
997,997,0,0000000,00,3,3,3,0000000000000020,0,0,3,a5a03ba0a5a03ba4,0,1,3b00000000000000,4,1,0,00
998,998,0,0000048,07,2,2,3,0000000000000000,0,0,2,a5a03ba0a5a03ba4,3,1,3b88a5a03b8ca5a0,4,1,0,00
999,999,0,000004c,00,2,2,3,0000000000000000,0,0,2,a5a03bd8a5a03bdc,3,1,3b80a5a03b84a5a0,4,1,0,00
1000,1000,0,000004c,01,2,2,3,0000000000000000,0,0,2,a5a03bd0a5a03bd4,3,1,3bb8a5a03bbca5a0,4,1,0,00
1001,1001,0,000004c,02,2,2,3,0000000000000000,0,0,2,a5a03bc8a5a03bcc,3,1,3bb0a5a03bb4a5a0,4,1,0,00
1002,1002,0,000004c,03,2,2,3,0000000000000000,0,0,2,a5a03bc0a5a03bc4,3,1,3ba8a5a03baca5a0,4,1,0,00
1003,1003,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03b78a5a03b7c,0,1,3b20a5a03b24a5a0,4,1,0,00
1004,1004,0,0000000,00,3,3,3,3ba0a5a03ba4a5a0,0,0,3,a5a03b78a5a03b7c,0,1,0000000000000020,4,1,0,00
1005,1005,0,0000000,00,3,3,3,3bd8a5a03bdca5a0,0,0,3,a5a03b78a5a03b7c,0,1,0000000000000000,4,1,1,00
1006,1006,0,0000000,00,3,3,3,3bd0a5a03bd4a5a0,0,0,3,a5a03b78a5a03b7c,0,1,0000000000000000,4,1,1,00
1007,1007,0,0000000,00,3,3,3,3bc8a5a03bcca5a0,0,0,3,a5a03b78a5a03b7c,0,1,0000000000000000,4,1,1,00
1008,1008,0,0000000,00,3,3,3,3bc0a5a03bc4a5a0,0,0,3,a5a03bf8a5a03bfc,0,1,0000000000000000,4,1,1,00
1009,1009,0,0000000,00,3,3,3,3b78a5a03b7ca5a0,0,0,3,a5a03bf8a5a03bfc,0,1,0000000000000000,4,1,1,00
1010,1010,0,0000000,00,3,3,3,0000000000000078,0,0,3,a5a03bf8a5a03bfc,0,1,3b00000000000000,4,1,0,00
1011,1011,0,000004c,04,2,2,3,0000000000000000,0,0,2,a5a03bf8a5a03bfc,3,1,3ba0a5a03ba4a5a0,4,1,0,00
1012,1012,0,000004c,05,2,2,3,0000000000000000,0,0,2,a5a03bf0a5a03bf4,3,1,3bd8a5a03bdca5a0,4,1,0,00
1013,1013,0,000004c,06,2,2,3,0000000000000000,0,0,2,a5a03be8a5a03bec,3,1,3bd0a5a03bd4a5a0,4,1,0,00
1014,1014,0,000004c,07,2,2,3,0000000000000000,0,0,2,a5a03be0a5a03be4,3,1,3bc8a5a03bcca5a0,4,1,0,00
1015,1015,0,0000050,00,2,2,3,0000000000000000,0,0,2,a5a03a18a5a03a1c,3,1,3bc0a5a03bc4a5a0,4,1,0,00
1016,1016,0,0000000,00,3,3,3,3b00000000000000,0,0,3,a5a03b90a5a03b94,0,1,3b78a5a03b7ca5a0,4,1,0,00
1017,1017,0,0000000,00,3,3,3,3bf8a5a03bfca5a0,0,0,3,a5a03b90a5a03b94,0,1,0000000000000078,4,1,0,00
1018,1018,0,0000000,00,3,3,3,3bf0a5a03bf4a5a0,0,0,3,a5a03b90a5a03b94,0,1,0000000000000000,4,1,1,00
1019,1019,0,0000000,00,3,3,3,3be8a5a03beca5a0,0,0,3,a5a03b90a5a03b94,0,1,0000000000000000,4,1,1,00
1020,1020,0,0000000,00,3,3,3,3be0a5a03be4a5a0,0,0,3,a5a03b90a5a03b94,0,1,0000000000000000,4,1,1,00
1021,1021,0,0000000,00,3,3,3,3a18a5a03a1ca5a0,0,0,3,a5a03a10a5a03a14,0,1,0000000000000000,4,1,1,00
1022,1022,0,0000000,00,3,3,3,3b90a5a03b94a5a0,0,0,3,a5a03a10a5a03a14,0,1,0000000000000000,4,1,1,00
1023,1023,0,0000000,00,3,3,3,0000000000000090,0,0,3,a5a03a10a5a03a14,0,1,3b00000000000000,4,1,0,00
1024,1024,0,0000050,01,2,2,3,0000000000000000,0,0,2,a5a03a10a5a03a14,3,1,3bf8a5a03bfca5a0,4,1,0,00
1025,1025,0,0000050,02,2,2,3,0000000000000000,0,0,2,a5a03a08a5a03a0c,3,1,3bf0a5a03bf4a5a0,4,1,0,00
1026,1026,0,0000050,03,2,2,3,0000000000000000,0,0,2,a5a03a00a5a03a04,3,1,3be8a5a03beca5a0,4,1,0,00
1027,1027,0,0000050,04,2,2,3,0000000000000000,0,0,2,a5a03a38a5a03a3c,3,1,3be0a5a03be4a5a0,4,1,0,00
1028,1028,0,0000050,05,2,2,3,0000000000000000,0,0,2,a5a03a30a5a03a34,3,1,3a18a5a03a1ca5a0,4,1,0,00
1029,1029,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03ba8a5a03bac,0,1,3b90a5a03b94a5a0,4,1,0,00
1030,1030,0,0000000,00,3,3,3,3a10a5a03a14a5a0,0,0,3,a5a03ba8a5a03bac,0,1,0000000000000090,4,1,0,00
1031,1031,0,0000000,00,3,3,3,3a08a5a03a0ca5a0,0,0,3,a5a03ba8a5a03bac,0,1,0000000000000000,4,1,1,00
1032,1032,0,0000000,00,3,3,3,3a00a5a03a04a5a0,0,0,3,a5a03ba8a5a03bac,0,1,0000000000000000,4,1,1,00
1033,1033,0,0000000,00,3,3,3,3a38a5a03a3ca5a0,0,0,3,a5a03ba8a5a03bac,0,1,0000000000000000,4,1,1,00
1034,1034,0,0000000,00,3,3,3,3a30a5a03a34a5a0,0,0,3,a5a03a28a5a03a2c,0,1,0000000000000000,4,1,1,00
1035,1035,0,0000000,00,3,3,3,3ba8a5a03baca5a0,0,0,3,a5a03a28a5a03a2c,0,1,0000000000000000,4,1,1,00
1036,1036,0,0000000,00,3,3,3,0000000000000028,0,0,3,a5a03a28a5a03a2c,0,1,3a00000000000000,4,1,0,00
1037,1037,0,0000050,06,2,2,3,0000000000000000,0,0,2,a5a03a28a5a03a2c,3,1,3a10a5a03a14a5a0,4,1,0,00
1038,1038,0,0000050,07,2,2,3,0000000000000000,0,0,2,a5a03a20a5a03a24,3,1,3a08a5a03a0ca5a0,4,1,0,00
1039,1039,0,0000054,00,2,2,3,0000000000000000,0,0,2,a5a03a58a5a03a5c,3,1,3a00a5a03a04a5a0,4,1,0,00
1040,1040,0,0000054,01,2,2,3,0000000000000000,0,0,2,a5a03a50a5a03a54,3,1,3a38a5a03a3ca5a0,4,1,0,00
1041,1041,0,0000054,02,2,2,3,0000000000000000,0,0,2,a5a03a48a5a03a4c,3,1,3a30a5a03a34a5a0,4,1,0,00
1042,1042,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03bc0a5a03bc4,0,1,3ba8a5a03baca5a0,4,1,0,00
1043,1043,0,0000000,00,3,3,3,3a28a5a03a2ca5a0,0,0,3,a5a03bc0a5a03bc4,0,1,0000000000000028,4,1,0,00
1044,1044,0,0000000,00,3,3,3,3a20a5a03a24a5a0,0,0,3,a5a03bc0a5a03bc4,0,1,0000000000000000,4,1,1,00
1045,1045,0,0000000,00,3,3,3,3a58a5a03a5ca5a0,0,0,3,a5a03bc0a5a03bc4,0,1,0000000000000000,4,1,1,00
1046,1046,0,0000000,00,3,3,3,3a50a5a03a54a5a0,0,0,3,a5a03bc0a5a03bc4,0,1,0000000000000000,4,1,1,00
1047,1047,0,0000000,00,3,3,3,3a48a5a03a4ca5a0,0,0,3,a5a03a40a5a03a44,0,1,0000000000000000,4,1,1,00
1048,1048,0,0000000,00,3,3,3,3bc0a5a03bc4a5a0,0,0,3,a5a03a40a5a03a44,0,1,0000000000000000,4,1,1,00
1049,1049,0,0000000,00,3,3,3,0000000000000080,0,0,3,a5a03a40a5a03a44,0,1,3a00000000000000,4,1,0,00
1050,1050,0,0000054,03,2,2,3,0000000000000000,0,0,2,a5a03a40a5a03a44,3,1,3a28a5a03a2ca5a0,4,1,0,00
1051,1051,0,0000054,04,2,2,3,0000000000000000,0,0,2,a5a03a78a5a03a7c,3,1,3a20a5a03a24a5a0,4,1,0,00
1052,1052,0,0000054,05,2,2,3,0000000000000000,0,0,2,a5a03a70a5a03a74,3,1,3a58a5a03a5ca5a0,4,1,0,00
1053,1053,0,0000054,06,2,2,3,0000000000000000,0,0,2,a5a03a68a5a03a6c,3,1,3a50a5a03a54a5a0,4,1,0,00
1054,1054,0,0000054,07,2,2,3,0000000000000000,0,0,2,a5a03a60a5a03a64,3,1,3a48a5a03a4ca5a0,4,1,0,00
1055,1055,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03a18a5a03a1c,0,1,3bc0a5a03bc4a5a0,4,1,0,00
1056,1056,0,0000000,00,3,3,3,3a40a5a03a44a5a0,0,0,3,a5a03a18a5a03a1c,0,1,0000000000000080,4,1,0,00
1057,1057,0,0000000,00,3,3,3,3a78a5a03a7ca5a0,0,0,3,a5a03a18a5a03a1c,0,1,0000000000000000,4,1,1,00
1058,1058,0,0000000,00,3,3,3,3a70a5a03a74a5a0,0,0,3,a5a03a18a5a03a1c,0,1,0000000000000000,4,1,1,00
1059,1059,0,0000000,00,3,3,3,3a68a5a03a6ca5a0,0,0,3,a5a03a18a5a03a1c,0,1,0000000000000000,4,1,1,00
1060,1060,0,0000000,00,3,3,3,3a60a5a03a64a5a0,0,0,3,a5a03a98a5a03a9c,0,1,0000000000000000,4,1,1,00
1061,1061,0,0000000,00,3,3,3,3a18a5a03a1ca5a0,0,0,3,a5a03a98a5a03a9c,0,1,0000000000000000,4,1,1,00
1062,1062,0,0000000,00,3,3,3,0000000000000018,0,0,3,a5a03a98a5a03a9c,0,1,3a00000000000000,4,1,0,00
1063,1063,0,0000058,00,2,2,3,0000000000000000,0,0,2,a5a03a98a5a03a9c,3,1,3a40a5a03a44a5a0,4,1,0,00
1064,1064,0,0000058,01,2,2,3,0000000000000000,0,0,2,a5a03a90a5a03a94,3,1,3a78a5a03a7ca5a0,4,1,0,00
1065,1065,0,0000058,02,2,2,3,0000000000000000,0,0,2,a5a03a88a5a03a8c,3,1,3a70a5a03a74a5a0,4,1,0,00
1066,1066,0,0000058,03,2,2,3,0000000000000000,0,0,2,a5a03a80a5a03a84,3,1,3a68a5a03a6ca5a0,4,1,0,00
1067,1067,0,0000058,04,2,2,3,0000000000000000,0,0,2,a5a03ab8a5a03abc,3,1,3a60a5a03a64a5a0,4,1,0,00
1068,1068,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03a30a5a03a34,0,1,3a18a5a03a1ca5a0,4,1,0,00
1069,1069,0,0000000,00,3,3,3,3a98a5a03a9ca5a0,0,0,3,a5a03a30a5a03a34,0,1,0000000000000018,4,1,0,00
1070,1070,0,0000000,00,3,3,3,3a90a5a03a94a5a0,0,0,3,a5a03a30a5a03a34,0,1,0000000000000000,4,1,1,00
1071,1071,0,0000000,00,3,3,3,3a88a5a03a8ca5a0,0,0,3,a5a03a30a5a03a34,0,1,0000000000000000,4,1,1,00
1072,1072,0,0000000,00,3,3,3,3a80a5a03a84a5a0,0,0,3,a5a03a30a5a03a34,0,1,0000000000000000,4,1,1,00
1073,1073,0,0000000,00,3,3,3,3ab8a5a03abca5a0,0,0,3,a5a03ab0a5a03ab4,0,1,0000000000000000,4,1,1,00
1074,1074,0,0000000,00,3,3,3,3a30a5a03a34a5a0,0,0,3,a5a03ab0a5a03ab4,0,1,0000000000000000,4,1,1,00
1075,1075,0,0000000,00,3,3,3,0000000000000030,0,0,3,a5a03ab0a5a03ab4,0,1,3a00000000000000,4,1,0,00
1076,1076,0,0000058,05,2,2,3,0000000000000000,0,0,2,a5a03ab0a5a03ab4,3,1,3a98a5a03a9ca5a0,4,1,0,00
1077,1077,0,0000058,06,2,2,3,0000000000000000,0,0,2,a5a03aa8a5a03aac,3,1,3a90a5a03a94a5a0,4,1,0,00
1078,1078,0,0000058,07,2,2,3,0000000000000000,0,0,2,a5a03aa0a5a03aa4,3,1,3a88a5a03a8ca5a0,4,1,0,00
1079,1079,0,000005c,00,2,2,3,0000000000000000,0,0,2,a5a03ad8a5a03adc,3,1,3a80a5a03a84a5a0,4,1,0,00
1080,1080,0,000005c,01,2,2,3,0000000000000000,0,0,2,a5a03ad0a5a03ad4,3,1,3ab8a5a03abca5a0,4,1,0,00
1081,1081,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03a48a5a03a4c,0,1,3a30a5a03a34a5a0,4,1,0,00
1082,1082,0,0000000,00,3,3,3,3ab0a5a03ab4a5a0,0,0,3,a5a03a48a5a03a4c,0,1,0000000000000030,4,1,0,00
1083,1083,0,0000000,00,3,3,3,3aa8a5a03aaca5a0,0,0,3,a5a03a48a5a03a4c,0,1,0000000000000000,4,1,1,00
1084,1084,0,0000000,00,3,3,3,3aa0a5a03aa4a5a0,0,0,3,a5a03a48a5a03a4c,0,1,0000000000000000,4,1,1,00
1085,1085,0,0000000,00,3,3,3,3ad8a5a03adca5a0,0,0,3,a5a03a48a5a03a4c,0,1,0000000000000000,4,1,1,00
1086,1086,0,0000000,00,3,3,3,3ad0a5a03ad4a5a0,0,0,3,a5a03ac8a5a03acc,0,1,0000000000000000,4,1,1,00
1087,1087,0,0000000,00,3,3,3,3a48a5a03a4ca5a0,0,0,3,a5a03ac8a5a03acc,0,1,0000000000000000,4,1,1,00
1088,1088,0,0000000,00,3,3,3,0000000000000048,0,0,3,a5a03ac8a5a03acc,0,1,3a00000000000000,4,1,0,00
1089,1089,0,000005c,02,2,2,3,0000000000000000,0,0,2,a5a03ac8a5a03acc,3,1,3ab0a5a03ab4a5a0,4,1,0,00
1090,1090,0,000005c,03,2,2,3,0000000000000000,0,0,2,a5a03ac0a5a03ac4,3,1,3aa8a5a03aaca5a0,4,1,0,00
1091,1091,0,000005c,04,2,2,3,0000000000000000,0,0,2,a5a03af8a5a03afc,3,1,3aa0a5a03aa4a5a0,4,1,0,00
1092,1092,0,000005c,05,2,2,3,0000000000000000,0,0,2,a5a03af0a5a03af4,3,1,3ad8a5a03adca5a0,4,1,0,00
1093,1093,0,000005c,06,2,2,3,0000000000000000,0,0,2,a5a03ae8a5a03aec,3,1,3ad0a5a03ad4a5a0,4,1,0,00
1094,1094,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03a60a5a03a64,0,1,3a48a5a03a4ca5a0,4,1,0,00
1095,1095,0,0000000,00,3,3,3,3ac8a5a03acca5a0,0,0,3,a5a03a60a5a03a64,0,1,0000000000000048,4,1,0,00
1096,1096,0,0000000,00,3,3,3,3ac0a5a03ac4a5a0,0,0,3,a5a03a60a5a03a64,0,1,0000000000000000,4,1,1,00
1097,1097,0,0000000,00,3,3,3,3af8a5a03afca5a0,0,0,3,a5a03a60a5a03a64,0,1,0000000000000000,4,1,1,00
1098,1098,0,0000000,00,3,3,3,3af0a5a03af4a5a0,0,0,3,a5a03a60a5a03a64,0,1,0000000000000000,4,1,1,00
1099,1099,0,0000000,00,3,3,3,3ae8a5a03aeca5a0,0,0,3,a5a03ae0a5a03ae4,0,1,0000000000000000,4,1,1,00
1100,1100,0,0000000,00,3,3,3,3a60a5a03a64a5a0,0,0,3,a5a03ae0a5a03ae4,0,1,0000000000000000,4,1,1,00
1101,1101,0,0000000,00,3,3,3,0000000000000020,0,0,3,a5a03ae0a5a03ae4,0,1,3a00000000000000,4,1,0,00
1102,1102,0,000005c,07,2,2,3,0000000000000000,0,0,2,a5a03ae0a5a03ae4,3,1,3ac8a5a03acca5a0,4,1,0,00
1103,1103,0,0000060,00,2,2,3,0000000000000000,0,0,2,a5a03918a5a0391c,3,1,3ac0a5a03ac4a5a0,4,1,0,00
1104,1104,0,0000060,01,2,2,3,0000000000000000,0,0,2,a5a03910a5a03914,3,1,3af8a5a03afca5a0,4,1,0,00
1105,1105,0,0000060,02,2,2,3,0000000000000000,0,0,2,a5a03908a5a0390c,3,1,3af0a5a03af4a5a0,4,1,0,00
1106,1106,0,0000060,03,2,2,3,0000000000000000,0,0,2,a5a03900a5a03904,3,1,3ae8a5a03aeca5a0,4,1,0,00
1107,1107,0,0000000,00,3,3,3,3a00000000000000,0,0,3,a5a03ab8a5a03abc,0,1,3a60a5a03a64a5a0,4,1,0,00
1108,1108,0,0000000,00,3,3,3,3ae0a5a03ae4a5a0,0,0,3,a5a03ab8a5a03abc,0,1,0000000000000020,4,1,0,00
1109,1109,0,0000000,00,3,3,3,3918a5a0391ca5a0,0,0,3,a5a03ab8a5a03abc,0,1,0000000000000000,4,1,1,00
1110,1110,0,0000000,00,3,3,3,3910a5a03914a5a0,0,0,3,a5a03ab8a5a03abc,0,1,0000000000000000,4,1,1,00
1111,1111,0,0000000,00,3,3,3,3908a5a0390ca5a0,0,0,3,a5a03ab8a5a03abc,0,1,0000000000000000,4,1,1,00
1112,1112,0,0000000,00,3,3,3,3900a5a03904a5a0,0,0,3,a5a03938a5a0393c,0,1,0000000000000000,4,1,1,00
1113,1113,0,0000000,00,3,3,3,3ab8a5a03abca5a0,0,0,3,a5a03938a5a0393c,0,1,0000000000000000,4,1,1,00
1114,1114,0,0000000,00,3,3,3,00000000000000b8,0,0,3,a5a03938a5a0393c,0,1,3a00000000000000,4,1,0,00
1115,1115,0,0000060,04,2,2,3,0000000000000000,0,0,2,a5a03938a5a0393c,3,1,3ae0a5a03ae4a5a0,4,1,0,00
1116,1116,0,0000060,05,2,2,3,0000000000000000,0,0,2,a5a03930a5a03934,3,1,3918a5a0391ca5a0,4,1,0,00
1117,1117,0,0000060,06,2,2,3,0000000000000000,0,0,2,a5a03928a5a0392c,3,1,3910a5a03914a5a0,4,1,0,00
1118,1118,0,0000060,07,2,2,3,0000000000000000,0,0,2,a5a03920a5a03924,3,1,3908a5a0390ca5a0,4,1,0,00
1119,1119,0,0000064,00,2,2,3,0000000000000000,0,0,2,a5a03958a5a0395c,3,1,3900a5a03904a5a0,4,1,0,00
1120,1120,0,0000000,00,3,3,3,3900000000000000,0,0,3,a5a03ad0a5a03ad4,0,1,3ab8a5a03abca5a0,4,1,0,00
1121,1121,0,0000000,00,3,3,3,3938a5a0393ca5a0,0,0,3,a5a03ad0a5a03ad4,0,1,00000000000000b8,4,1,0,00
1122,1122,0,0000000,00,3,3,3,3930a5a03934a5a0,0,0,3,a5a03ad0a5a03ad4,0,1,0000000000000000,4,1,1,00
1123,1123,0,0000000,00,3,3,3,3928a5a0392ca5a0,0,0,3,a5a03ad0a5a03ad4,0,1,0000000000000000,4,1,1,00
1124,1124,0,0000000,00,3,3,3,3920a5a03924a5a0,0,0,3,a5a03ad0a5a03ad4,0,1,0000000000000000,4,1,1,00
1125,1125,0,0000000,00,3,3,3,3958a5a0395ca5a0,0,0,3,a5a03950a5a03954,0,1,0000000000000000,4,1,1,00
1126,1126,0,0000000,00,3,3,3,3ad0a5a03ad4a5a0,0,0,3,a5a03950a5a03954,0,1,0000000000000000,4,1,1,00
1127,1127,0,0000000,00,3,3,3,00000000000000d0,0,0,3,a5a03950a5a03954,0,1,3900000000000000,4,1,0,00
1128,1128,0,0000064,01,2,2,3,0000000000000000,0,0,2,a5a03950a5a03954,3,1,3938a5a0393ca5a0,4,1,0,00
1129,1129,0,0000064,02,2,2,3,0000000000000000,0,0,2,a5a03948a5a0394c,3,1,3930a5a03934a5a0,4,1,0,00
1130,1130,0,0000064,03,2,2,3,0000000000000000,0,0,2,a5a03940a5a03944,3,1,3928a5a0392ca5a0,4,1,0,00
1131,1131,0,0000064,04,2,2,3,0000000000000000,0,0,2,a5a03978a5a0397c,3,1,3920a5a03924a5a0,4,1,0,00
1132,1132,0,0000064,05,2,2,3,0000000000000000,0,0,2,a5a03970a5a03974,3,1,3958a5a0395ca5a0,4,1,0,00
1133,1133,0,0000000,00,3,3,3,3900000000000000,0,0,3,a5a03ae8a5a03aec,0,1,3ad0a5a03ad4a5a0,4,1,0,00
1134,1134,0,0000000,00,3,3,3,3950a5a03954a5a0,0,0,3,a5a03ae8a5a03aec,0,1,00000000000000d0,4,1,0,00
1135,1135,0,0000000,00,3,3,3,3948a5a0394ca5a0,0,0,3,a5a03ae8a5a03aec,0,1,0000000000000000,4,1,1,00
1136,1136,0,0000000,00,3,3,3,3940a5a03944a5a0,0,0,3,a5a03ae8a5a03aec,0,1,0000000000000000,4,1,1,00
